geo_value,time_value,percent_covid_visits
mn,2020-10-14,0.648299
mo,2020-10-14,0.549968
ms,2020-10-14,0.637889
mt,2020-10-14,0.629032
nc,2020-10-14,0.298122
nd,2020-10-14,0.969157
ne,2020-10-14,0.579647
nh,2020-10-14,0.056638
nj,2020-10-14,0.568332
nm,2020-10-14,0.226015
nv,2020-10-14,0.399227
ny,2020-10-14,0.29455
oh,2020-10-14,0.29696
ok,2020-10-14,0.593628
or,2020-10-14,0.155328
pa,2020-10-14,0.208273
pr,2020-10-14,0.216778
ri,2020-10-14,0.200959
sc,2020-10-14,0.2686
sd,2020-10-14,1.998221
tn,2020-10-14,0.483898
tx,2020-10-14,0.639784
ut,2020-10-14,0.449146
va,2020-10-14,0.212939
vt,2020-10-14,0.053241
wa,2020-10-14,0.147134
wi,2020-10-14,0.874669
wv,2020-10-14,0.189928
wy,2020-10-14,0.36815
ak,2020-10-15,0.399492
al,2020-10-15,0.407033
ar,2020-10-15,0.352344
az,2020-10-15,0.308766
ca,2020-10-15,0.246439
co,2020-10-15,0.225385
ct,2020-10-15,0.243914
dc,2020-10-15,0.232689
de,2020-10-15,0.178518
fl,2020-10-15,0.278612
ga,2020-10-15,0.392146
hi,2020-10-15,0.175351
ia,2020-10-15,0.274978
id,2020-10-15,0.530431
il,2020-10-15,1.093584
in,2020-10-15,0.513415
ks,2020-10-15,0.395254
ky,2020-10-15,0.267386
la,2020-10-15,0.290649
ma,2020-10-15,0.14555
md,2020-10-15,0.297014
me,2020-10-15,0.027227
mi,2020-10-15,0.297454
mn,2020-10-15,0.620284
mo,2020-10-15,0.536832
ms,2020-10-15,0.544519
mt,2020-10-15,0.589478
nc,2020-10-15,0.280576
nd,2020-10-15,0.940691
ne,2020-10-15,0.583897
nh,2020-10-15,0.044992
nj,2020-10-15,0.550963
nm,2020-10-15,0.233822
nv,2020-10-15,0.355561
ny,2020-10-15,0.30403
oh,2020-10-15,0.287635
ok,2020-10-15,0.574694
or,2020-10-15,0.137093
pa,2020-10-15,0.207415
pr,2020-10-15,0.244446
ri,2020-10-15,0.200045
sc,2020-10-15,0.264232
sd,2020-10-15,1.831038
tn,2020-10-15,0.457249
tx,2020-10-15,0.631071
ut,2020-10-15,0.43414
va,2020-10-15,0.198564
vt,2020-10-15,0.043521
wa,2020-10-15,0.137574
wi,2020-10-15,0.832175
wv,2020-10-15,0.159793
wy,2020-10-15,0.307565
ak,2020-10-16,0.409783
al,2020-10-16,0.406186
ar,2020-10-16,0.327864
az,2020-10-16,0.302403
ca,2020-10-16,0.238784
co,2020-10-16,0.224548
ct,2020-10-16,0.240479
dc,2020-10-16,0.230779
de,2020-10-16,0.169416
fl,2020-10-16,0.269226
ga,2020-10-16,0.379922
hi,2020-10-16,0.153303
ia,2020-10-16,0.280388
id,2020-10-16,0.493119
il,2020-10-16,1.05302
in,2020-10-16,0.493452
ks,2020-10-16,0.376378
ky,2020-10-16,0.255873
la,2020-10-16,0.284906
ma,2020-10-16,0.144993
md,2020-10-16,0.29173
me,2020-10-16,0.024753
mi,2020-10-16,0.296335
mn,2020-10-16,0.608192
mo,2020-10-16,0.513996
ms,2020-10-16,0.503908
mt,2020-10-16,0.573099
nc,2020-10-16,0.275419
nd,2020-10-16,0.965194
ne,2020-10-16,0.565208
nh,2020-10-16,0.03698
nj,2020-10-16,0.562776
nm,2020-10-16,0.251411
nv,2020-10-16,0.359797
ny,2020-10-16,0.303679
oh,2020-10-16,0.288636
ok,2020-10-16,0.549895
or,2020-10-16,0.129544
pa,2020-10-16,0.197492
pr,2020-10-16,0.207681
ri,2020-10-16,0.175428
sc,2020-10-16,0.243945
sd,2020-10-16,1.763248
tn,2020-10-16,0.42885
tx,2020-10-16,0.637851
ut,2020-10-16,0.424894
va,2020-10-16,0.191104
vt,2020-10-16,0.037654
wa,2020-10-16,0.130024
wi,2020-10-16,0.779508
wv,2020-10-16,0.154111
wy,2020-10-16,0.329546
ak,2020-10-17,0.359891
al,2020-10-17,0.399326
ar,2020-10-17,0.314273
az,2020-10-17,0.308583
ca,2020-10-17,0.233047
co,2020-10-17,0.2256
ct,2020-10-17,0.237823
dc,2020-10-17,0.222373
de,2020-10-17,0.171259
fl,2020-10-17,0.27552
ga,2020-10-17,0.390786
hi,2020-10-17,0.14791
ia,2020-10-17,0.276506
id,2020-10-17,0.490621
il,2020-10-17,1.046751
in,2020-10-17,0.493806
ks,2020-10-17,0.378425
ky,2020-10-17,0.248147
la,2020-10-17,0.283218
ma,2020-10-17,0.141636
md,2020-10-17,0.302114
me,2020-10-17,0.022526
mi,2020-10-17,0.291429
mn,2020-10-17,0.639814
mo,2020-10-17,0.511151
ms,2020-10-17,0.481592
mt,2020-10-17,0.583864
nc,2020-10-17,0.271262
nd,2020-10-17,0.966419
ne,2020-10-17,0.530994
nh,2020-10-17,0.037651
nj,2020-10-17,0.571358
nm,2020-10-17,0.268166
nv,2020-10-17,0.34493
ny,2020-10-17,0.330493
oh,2020-10-17,0.289918
ok,2020-10-17,0.539007
or,2020-10-17,0.124085
pa,2020-10-17,0.206965
pr,2020-10-17,0.23006
ri,2020-10-17,0.177228
sc,2020-10-17,0.256368
sd,2020-10-17,1.668047
tn,2020-10-17,0.42618
tx,2020-10-17,0.629817
ut,2020-10-17,0.417198
va,2020-10-17,0.188686
vt,2020-10-17,0.028768
wa,2020-10-17,0.129693
wi,2020-10-17,0.81685
wv,2020-10-17,0.153232
wy,2020-10-17,0.361809
ak,2020-10-18,0.518792
al,2020-10-18,0.413954
ar,2020-10-18,0.32484
az,2020-10-18,0.325676
ca,2020-10-18,0.247032
co,2020-10-18,0.257057
ct,2020-10-18,0.254571
dc,2020-10-18,0.223283
de,2020-10-18,0.180889
fl,2020-10-18,0.30203
ga,2020-10-18,0.414996
hi,2020-10-18,0.148159
ia,2020-10-18,0.285857
id,2020-10-18,0.553151
il,2020-10-18,1.159536
in,2020-10-18,0.53834
ks,2020-10-18,0.424267
ky,2020-10-18,0.265186
la,2020-10-18,0.303486
ma,2020-10-18,0.152857
md,2020-10-18,0.318794
me,2020-10-18,0.030948
mi,2020-10-18,0.321929
mn,2020-10-18,0.670872
mo,2020-10-18,0.545346
ms,2020-10-18,0.489657
mt,2020-10-18,0.64825
nc,2020-10-18,0.282458
nd,2020-10-18,1.122584
ne,2020-10-18,0.575054
nh,2020-10-18,0.041055
nj,2020-10-18,0.574607
nm,2020-10-18,0.280867
nv,2020-10-18,0.384075
ny,2020-10-18,0.328348
oh,2020-10-18,0.320069
ok,2020-10-18,0.578259
or,2020-10-18,0.128235
pa,2020-10-18,0.219178
pr,2020-10-18,0.212828
ri,2020-10-18,0.181695
sc,2020-10-18,0.269292
sd,2020-10-18,1.8089
tn,2020-10-18,0.454554
tx,2020-10-18,0.664084
ut,2020-10-18,0.463309
va,2020-10-18,0.194727
vt,2020-10-18,0.025929
wa,2020-10-18,0.131296
wi,2020-10-18,0.859921
wv,2020-10-18,0.163897
wy,2020-10-18,0.469284
ak,2020-10-19,0.648387
al,2020-10-19,0.461136
ar,2020-10-19,0.367658
az,2020-10-19,0.346351
ca,2020-10-19,0.269417
co,2020-10-19,0.310197
ct,2020-10-19,0.277149
dc,2020-10-19,0.210071
de,2020-10-19,0.194152
fl,2020-10-19,0.344263
ga,2020-10-19,0.479334
hi,2020-10-19,0.144342
ia,2020-10-19,0.282696
id,2020-10-19,0.637192
il,2020-10-19,1.360214
in,2020-10-19,0.62611
ks,2020-10-19,0.456785
ky,2020-10-19,0.287895
la,2020-10-19,0.340642
ma,2020-10-19,0.160842
md,2020-10-19,0.368084
me,2020-10-19,0.03474
mi,2020-10-19,0.369238
mn,2020-10-19,0.719231
mo,2020-10-19,0.578833
ms,2020-10-19,0.533077
mt,2020-10-19,0.727892
nc,2020-10-19,0.301212
nd,2020-10-19,1.443301
ne,2020-10-19,0.642951
nh,2020-10-19,0.04402
nj,2020-10-19,0.596961
nm,2020-10-19,0.315494
nv,2020-10-19,0.447103
ny,2020-10-19,0.390352
oh,2020-10-19,0.362062
ok,2020-10-19,0.645438
or,2020-10-19,0.135748
pa,2020-10-19,0.249707
pr,2020-10-19,0.193787
ri,2020-10-19,0.167564
sc,2020-10-19,0.283081
sd,2020-10-19,2.048854
tn,2020-10-19,0.510179
tx,2020-10-19,0.728649
ut,2020-10-19,0.527665
va,2020-10-19,0.217826
vt,2020-10-19,0.024359
wa,2020-10-19,0.151367
wi,2020-10-19,0.983737
wv,2020-10-19,0.184997
wy,2020-10-19,0.629002
ak,2020-10-20,0.677876
al,2020-10-20,0.462582
ar,2020-10-20,0.393643
az,2020-10-20,0.340575
ca,2020-10-20,0.26332
co,2020-10-20,0.315679
ct,2020-10-20,0.266328
dc,2020-10-20,0.202024
de,2020-10-20,0.189988
fl,2020-10-20,0.340359
ga,2020-10-20,0.467084
hi,2020-10-20,0.141856
ia,2020-10-20,0.276734
id,2020-10-20,0.658444
il,2020-10-20,1.230973
in,2020-10-20,0.670622
ks,2020-10-20,0.440736
ky,2020-10-20,0.269275
la,2020-10-20,0.336306
ma,2020-10-20,0.155481
md,2020-10-20,0.34961
me,2020-10-20,0.048705
mi,2020-10-20,0.336801
mn,2020-10-20,0.739954
mo,2020-10-20,0.562719
ms,2020-10-20,0.579236
mt,2020-10-20,0.66975
nc,2020-10-20,0.311139
nd,2020-10-20,1.451755
ne,2020-10-20,0.609701
nh,2020-10-20,0.0418
nj,2020-10-20,0.572714
nm,2020-10-20,0.29138
nv,2020-10-20,0.438124
ny,2020-10-20,0.350848
oh,2020-10-20,0.355116
ok,2020-10-20,0.621795
or,2020-10-20,0.128699
pa,2020-10-20,0.254146
pr,2020-10-20,0.246428
ri,2020-10-20,0.12612
sc,2020-10-20,0.272113
sd,2020-10-20,2.229229
tn,2020-10-20,0.525323
tx,2020-10-20,0.715313
ut,2020-10-20,0.563914
va,2020-10-20,0.205624
vt,2020-10-20,0.025276
wa,2020-10-20,0.152478
wi,2020-10-20,0.931369
wv,2020-10-20,0.184877
wy,2020-10-20,0.710265
ak,2020-10-21,0.648257
al,2020-10-21,0.430181
ar,2020-10-21,0.404867
az,2020-10-21,0.341465
ca,2020-10-21,0.253626
co,2020-10-21,0.316674
ct,2020-10-21,0.260577
dc,2020-10-21,0.193212
de,2020-10-21,0.177292
fl,2020-10-21,0.331931
ga,2020-10-21,0.452169
hi,2020-10-21,0.133763
ia,2020-10-21,0.26684
id,2020-10-21,0.667463
il,2020-10-21,1.178025
in,2020-10-21,0.631587
ks,2020-10-21,0.409245
ky,2020-10-21,0.268284
la,2020-10-21,0.325321
ma,2020-10-21,0.145147
md,2020-10-21,0.322213
me,2020-10-21,0.044134
mi,2020-10-21,0.311068
mn,2020-10-21,0.69835
mo,2020-10-21,0.536022
ms,2020-10-21,0.588267
mt,2020-10-21,0.607202
nc,2020-10-21,0.306579
nd,2020-10-21,1.330548
ne,2020-10-21,0.569949
nh,2020-10-21,0.030784
nj,2020-10-21,0.539298
nm,2020-10-21,0.32141
nv,2020-10-21,0.422837
ny,2020-10-21,0.322118
oh,2020-10-21,0.339244
ok,2020-10-21,0.606334
or,2020-10-21,0.119619
pa,2020-10-21,0.252129
pr,2020-10-21,0.259689
ri,2020-10-21,0.1103
sc,2020-10-21,0.257601
sd,2020-10-21,2.102424
tn,2020-10-21,0.498242
tx,2020-10-21,0.691824
ut,2020-10-21,0.524069
va,2020-10-21,0.202126
vt,2020-10-21,0.026107
wa,2020-10-21,0.152836
wi,2020-10-21,0.874542
wv,2020-10-21,0.178227
wy,2020-10-21,0.722693
ak,2020-10-22,0.647098
al,2020-10-22,0.403171
ar,2020-10-22,0.40907
az,2020-10-22,0.330841
ca,2020-10-22,0.238761
co,2020-10-22,0.318834
ct,2020-10-22,0.250649
dc,2020-10-22,0.241182
de,2020-10-22,0.152451
fl,2020-10-22,0.318826
ga,2020-10-22,0.451124
hi,2020-10-22,0.186975
ia,2020-10-22,0.289438
id,2020-10-22,0.622078
il,2020-10-22,1.090912
in,2020-10-22,0.61219
ks,2020-10-22,0.404756
ky,2020-10-22,0.278032
la,2020-10-22,0.31055
ma,2020-10-22,0.129802
md,2020-10-22,0.301479
me,2020-10-22,0.036743
mi,2020-10-22,0.306451
mn,2020-10-22,0.699283
mo,2020-10-22,0.529993
ms,2020-10-22,0.580866
mt,2020-10-22,0.592658
nc,2020-10-22,0.299838
nd,2020-10-22,1.206619
ne,2020-10-22,0.544145
nh,2020-10-22,0.043993
nj,2020-10-22,0.512363
nm,2020-10-22,0.335221
nv,2020-10-22,0.407131
ny,2020-10-22,0.303416
oh,2020-10-22,0.328814
ok,2020-10-22,0.587453
or,2020-10-22,0.133464
pa,2020-10-22,0.246653
pr,2020-10-22,0.248775
ri,2020-10-22,0.116164
sc,2020-10-22,0.24578
sd,2020-10-22,2.052882
tn,2020-10-22,0.484996
tx,2020-10-22,0.659262
ut,2020-10-22,0.523284
va,2020-10-22,0.198689
vt,2020-10-22,0.027369
wa,2020-10-22,0.159555
wi,2020-10-22,0.823868
wv,2020-10-22,0.181457
wy,2020-10-22,0.659127
ak,2020-10-23,0.609558
al,2020-10-23,0.40054
ar,2020-10-23,0.397319
az,2020-10-23,0.322486
ca,2020-10-23,0.232228
co,2020-10-23,0.321238
ct,2020-10-23,0.24806
dc,2020-10-23,0.214084
de,2020-10-23,0.158751
fl,2020-10-23,0.31666
ga,2020-10-23,0.470659
hi,2020-10-23,0.180522
ia,2020-10-23,0.30189
id,2020-10-23,0.613426
il,2020-10-23,1.086255
in,2020-10-23,0.617105
ks,2020-10-23,0.408297
ky,2020-10-23,0.291939
la,2020-10-23,0.29143
ma,2020-10-23,0.137622
md,2020-10-23,0.289183
me,2020-10-23,0.038878
mi,2020-10-23,0.30346
mn,2020-10-23,0.691076
mo,2020-10-23,0.546631
ms,2020-10-23,0.528845
mt,2020-10-23,0.608415
nc,2020-10-23,0.296175
nd,2020-10-23,1.227616
ne,2020-10-23,0.547788
nh,2020-10-23,0.071109
nj,2020-10-23,0.508416
nm,2020-10-23,0.350782
nv,2020-10-23,0.399049
ny,2020-10-23,0.291618
oh,2020-10-23,0.336721
ok,2020-10-23,0.560854
or,2020-10-23,0.133438
pa,2020-10-23,0.256734
pr,2020-10-23,0.248897
ri,2020-10-23,0.119203
sc,2020-10-23,0.247292
sd,2020-10-23,2.089349
tn,2020-10-23,0.469697
tx,2020-10-23,0.641572
ut,2020-10-23,0.487156
va,2020-10-23,0.191456
vt,2020-10-23,0.036767
wa,2020-10-23,0.155084
wi,2020-10-23,0.826441
wv,2020-10-23,0.173288
wy,2020-10-23,0.697618
ak,2020-10-24,0.588951
al,2020-10-24,0.407645
ar,2020-10-24,0.39046
az,2020-10-24,0.330432
ca,2020-10-24,0.230217
co,2020-10-24,0.320855
ct,2020-10-24,0.272298
dc,2020-10-24,0.200364
de,2020-10-24,0.161375
fl,2020-10-24,0.319053
ga,2020-10-24,0.472117
hi,2020-10-24,0.228694
ia,2020-10-24,0.307447
id,2020-10-24,0.596034
il,2020-10-24,1.070447
in,2020-10-24,0.617381
ks,2020-10-24,0.402711
ky,2020-10-24,0.302352
la,2020-10-24,0.310249
ma,2020-10-24,0.144014
md,2020-10-24,0.284082
me,2020-10-24,0.041798
mi,2020-10-24,0.329709
mn,2020-10-24,0.741003
mo,2020-10-24,0.567299
ms,2020-10-24,0.57897
mt,2020-10-24,0.652201
nc,2020-10-24,0.299296
nd,2020-10-24,1.261979
ne,2020-10-24,0.572764
nh,2020-10-24,0.066065
nj,2020-10-24,0.51788
nm,2020-10-24,0.355799
nv,2020-10-24,0.406672
ny,2020-10-24,0.277289
oh,2020-10-24,0.350914
ok,2020-10-24,0.546213
or,2020-10-24,0.139095
pa,2020-10-24,0.265052
pr,2020-10-24,0.2685
ri,2020-10-24,0.140117
sc,2020-10-24,0.246957
sd,2020-10-24,2.065852
tn,2020-10-24,0.505915
tx,2020-10-24,0.630712
ut,2020-10-24,0.507124
va,2020-10-24,0.208713
vt,2020-10-24,0.032061
wa,2020-10-24,0.165898
wi,2020-10-24,0.851828
wv,2020-10-24,0.192381
wy,2020-10-24,0.661512
ak,2020-10-25,0.693509
al,2020-10-25,0.422609
ar,2020-10-25,0.404956
az,2020-10-25,0.350308
ca,2020-10-25,0.244605
co,2020-10-25,0.366833
ct,2020-10-25,0.30217
dc,2020-10-25,0.207012
de,2020-10-25,0.178432
fl,2020-10-25,0.345881
ga,2020-10-25,0.519932
hi,2020-10-25,0.225959
ia,2020-10-25,0.319438
id,2020-10-25,0.703705
il,2020-10-25,1.212717
in,2020-10-25,0.670195
ks,2020-10-25,0.426866
ky,2020-10-25,0.342423
la,2020-10-25,0.3295
ma,2020-10-25,0.161978
md,2020-10-25,0.313145
me,2020-10-25,0.0553
mi,2020-10-25,0.381558
mn,2020-10-25,0.822446
mo,2020-10-25,0.618432
ms,2020-10-25,0.583687
mt,2020-10-25,0.798489
nc,2020-10-25,0.315694
nd,2020-10-25,1.474287
ne,2020-10-25,0.60476
nh,2020-10-25,0.084856
nj,2020-10-25,0.533296
nm,2020-10-25,0.385821
nv,2020-10-25,0.457396
ny,2020-10-25,0.27109
oh,2020-10-25,0.384294
ok,2020-10-25,0.615521
or,2020-10-25,0.153494
pa,2020-10-25,0.28297
pr,2020-10-25,0.255677
ri,2020-10-25,0.13325
sc,2020-10-25,0.255653
sd,2020-10-25,2.277067
tn,2020-10-25,0.547807
tx,2020-10-25,0.664181
ut,2020-10-25,0.559177
va,2020-10-25,0.223167
vt,2020-10-25,0.033788
wa,2020-10-25,0.183557
wi,2020-10-25,0.913189
wv,2020-10-25,0.197694
wy,2020-10-25,0.648476
ak,2020-10-26,1.005755
al,2020-10-26,0.471016
ar,2020-10-26,0.425407
az,2020-10-26,0.381623
ca,2020-10-26,0.276505
co,2020-10-26,0.429587
ct,2020-10-26,0.357773
dc,2020-10-26,0.222635
de,2020-10-26,0.215333
fl,2020-10-26,0.400503
ga,2020-10-26,0.61197
hi,2020-10-26,0.247241
ia,2020-10-26,0.361856
id,2020-10-26,0.82427
il,2020-10-26,1.419059
in,2020-10-26,0.766021
ks,2020-10-26,0.474044
ky,2020-10-26,0.37516
la,2020-10-26,0.358288
ma,2020-10-26,0.182929
md,2020-10-26,0.37603
me,2020-10-26,0.065006
mi,2020-10-26,0.454936
mn,2020-10-26,0.951774
mo,2020-10-26,0.691891
ms,2020-10-26,0.609706
mt,2020-10-26,0.942806
nc,2020-10-26,0.336886
nd,2020-10-26,1.832603
ne,2020-10-26,0.684245
nh,2020-10-26,0.101608
nj,2020-10-26,0.554524
nm,2020-10-26,0.429853
nv,2020-10-26,0.540808
ny,2020-10-26,0.318733
oh,2020-10-26,0.442262
ok,2020-10-26,0.717825
or,2020-10-26,0.177183
pa,2020-10-26,0.321983
pr,2020-10-26,0.255118
ri,2020-10-26,0.128013
sc,2020-10-26,0.289827
sd,2020-10-26,2.576106
tn,2020-10-26,0.614246
tx,2020-10-26,0.724177
ut,2020-10-26,0.627404
va,2020-10-26,0.260145
vt,2020-10-26,0.034677
wa,2020-10-26,0.205424
wi,2020-10-26,1.058058
wv,2020-10-26,0.250091
wy,2020-10-26,0.711611
ak,2020-10-27,0.892022
al,2020-10-27,0.498565
ar,2020-10-27,0.400107
az,2020-10-27,0.378079
ca,2020-10-27,0.276099
co,2020-10-27,0.450339
ct,2020-10-27,0.349523
dc,2020-10-27,0.3539
de,2020-10-27,0.243511
fl,2020-10-27,0.387905
ga,2020-10-27,0.589544
hi,2020-10-27,0.226584
ia,2020-10-27,0.434182
id,2020-10-27,0.759673
il,2020-10-27,1.380066
in,2020-10-27,0.813616
ks,2020-10-27,0.459859
ky,2020-10-27,0.39609
la,2020-10-27,0.343778
ma,2020-10-27,0.183472
md,2020-10-27,0.372424
me,2020-10-27,0.057551
mi,2020-10-27,0.467792
mn,2020-10-27,1.025492
mo,2020-10-27,0.684354
ms,2020-10-27,0.677429
mt,2020-10-27,0.998143
nc,2020-10-27,0.327779
nd,2020-10-27,1.743922
ne,2020-10-27,0.706578
nh,2020-10-27,0.106522
nj,2020-10-27,0.585187
nm,2020-10-27,0.443825
nv,2020-10-27,0.57283
ny,2020-10-27,0.314398
oh,2020-10-27,0.456105
ok,2020-10-27,0.7169
or,2020-10-27,0.181148
pa,2020-10-27,0.329965
pr,2020-10-27,0.303272
ri,2020-10-27,0.139866
sc,2020-10-27,0.27
sd,2020-10-27,2.729985
tn,2020-10-27,0.606887
tx,2020-10-27,0.714835
ut,2020-10-27,0.563903
va,2020-10-27,0.265363
vt,2020-10-27,0.038515
wa,2020-10-27,0.202933
wi,2020-10-27,1.070218
wv,2020-10-27,0.223326
wy,2020-10-27,0.686423
ak,2020-10-28,0.857214
al,2020-10-28,0.495627
ar,2020-10-28,0.390469
az,2020-10-28,0.356061
ca,2020-10-28,0.27057
co,2020-10-28,0.45417
ct,2020-10-28,0.344497
dc,2020-10-28,0.352831
de,2020-10-28,0.241389
fl,2020-10-28,0.375371
ga,2020-10-28,0.545683
hi,2020-10-28,0.185791
ia,2020-10-28,0.465944
id,2020-10-28,0.71168
il,2020-10-28,1.339244
in,2020-10-28,0.772874
ks,2020-10-28,0.513821
ky,2020-10-28,0.378768
la,2020-10-28,0.335032
ma,2020-10-28,0.171849
md,2020-10-28,0.350901
me,2020-10-28,0.061892
mi,2020-10-28,0.453652
mn,2020-10-28,0.996834
mo,2020-10-28,0.669698
ms,2020-10-28,0.602019
mt,2020-10-28,0.902334
nc,2020-10-28,0.319355
nd,2020-10-28,1.552906
ne,2020-10-28,0.746515
nh,2020-10-28,0.090916
nj,2020-10-28,0.596919
nm,2020-10-28,0.440944
nv,2020-10-28,0.536148
ny,2020-10-28,0.298801
oh,2020-10-28,0.436775
ok,2020-10-28,0.696335
or,2020-10-28,0.179414
pa,2020-10-28,0.318769
pr,2020-10-28,0.324159
ri,2020-10-28,0.154895
sc,2020-10-28,0.251086
sd,2020-10-28,2.698832
tn,2020-10-28,0.578458
tx,2020-10-28,0.676963
ut,2020-10-28,0.52012
va,2020-10-28,0.269377
vt,2020-10-28,0.05207
wa,2020-10-28,0.185998
wi,2020-10-28,1.089675
wv,2020-10-28,0.208865
wy,2020-10-28,0.661573
ak,2020-10-29,0.80361
al,2020-10-29,0.468894
ar,2020-10-29,0.375251
az,2020-10-29,0.356314
ca,2020-10-29,0.268219
co,2020-10-29,0.433965
ct,2020-10-29,0.353303
dc,2020-10-29,0.322598
de,2020-10-29,0.222633
fl,2020-10-29,0.366551
ga,2020-10-29,0.511533
hi,2020-10-29,0.14891
ia,2020-10-29,0.492745
id,2020-10-29,0.63639
il,2020-10-29,1.17252
in,2020-10-29,0.759862
ks,2020-10-29,0.529317
ky,2020-10-29,0.370453
la,2020-10-29,0.328924
ma,2020-10-29,0.177732
md,2020-10-29,0.319462
me,2020-10-29,0.07163
mi,2020-10-29,0.453103
mn,2020-10-29,1.01591
mo,2020-10-29,0.695771
ms,2020-10-29,0.532546
mt,2020-10-29,0.833867
nc,2020-10-29,0.30071
nd,2020-10-29,1.465588
ne,2020-10-29,0.771836
nh,2020-10-29,0.082187
nj,2020-10-29,0.578875
nm,2020-10-29,0.409993
nv,2020-10-29,0.519891
ny,2020-10-29,0.281888
oh,2020-10-29,0.435452
ok,2020-10-29,0.751731
or,2020-10-29,0.175523
pa,2020-10-29,0.320767
pr,2020-10-29,0.293413
ri,2020-10-29,0.172262
sc,2020-10-29,0.243461
sd,2020-10-29,2.707144
tn,2020-10-29,0.558622
tx,2020-10-29,0.654105
ut,2020-10-29,0.527221
va,2020-10-29,0.246416
vt,2020-10-29,0.043406
wa,2020-10-29,0.180747
wi,2020-10-29,1.049508
wv,2020-10-29,0.23121
wy,2020-10-29,0.697284
ak,2020-10-30,0.718427
al,2020-10-30,0.475597
ar,2020-10-30,0.366234
az,2020-10-30,0.337568
ca,2020-10-30,0.268074
co,2020-10-30,0.432058
ct,2020-10-30,0.369068
dc,2020-10-30,0.286906
de,2020-10-30,0.219782
fl,2020-10-30,0.361504
ga,2020-10-30,0.521074
hi,2020-10-30,0.12177
ia,2020-10-30,0.525866
id,2020-10-30,0.588623
il,2020-10-30,1.087019
in,2020-10-30,0.752721
ks,2020-10-30,0.540203
ky,2020-10-30,0.385591
la,2020-10-30,0.331902
ma,2020-10-30,0.190525
md,2020-10-30,0.324098
me,2020-10-30,0.067699
mi,2020-10-30,0.46844
mn,2020-10-30,1.063425
mo,2020-10-30,0.69157
ms,2020-10-30,0.511951
mt,2020-10-30,0.775785
nc,2020-10-30,0.300698
nd,2020-10-30,1.514091
ne,2020-10-30,0.772353
nh,2020-10-30,0.109668
nj,2020-10-30,0.575107
nm,2020-10-30,0.419518
nv,2020-10-30,0.52064
ny,2020-10-30,0.276021
oh,2020-10-30,0.448864
ok,2020-10-30,0.744739
or,2020-10-30,0.183643
pa,2020-10-30,0.330394
pr,2020-10-30,0.303583
ri,2020-10-30,0.160427
sc,2020-10-30,0.226097
sd,2020-10-30,2.859879
tn,2020-10-30,0.55529
tx,2020-10-30,0.641788
ut,2020-10-30,0.584049
va,2020-10-30,0.251835
vt,2020-10-30,0.035758
wa,2020-10-30,0.170809
wi,2020-10-30,1.051265
wv,2020-10-30,0.220217
wy,2020-10-30,0.587105
ak,2020-10-31,0.689593
al,2020-10-31,0.470504
ar,2020-10-31,0.373341
az,2020-10-31,0.345402
ca,2020-10-31,0.273339
co,2020-10-31,0.437713
ct,2020-10-31,0.390651
dc,2020-10-31,0.309961
de,2020-10-31,0.240071
fl,2020-10-31,0.360042
ga,2020-10-31,0.510069
hi,2020-10-31,0.102709
ia,2020-10-31,0.557232
id,2020-10-31,0.617887
il,2020-10-31,1.112642
in,2020-10-31,0.754859
ks,2020-10-31,0.556235
ky,2020-10-31,0.387498
la,2020-10-31,0.33823
ma,2020-10-31,0.197529
md,2020-10-31,0.325189
me,2020-10-31,0.080944
mi,2020-10-31,0.495657
mn,2020-10-31,1.114872
mo,2020-10-31,0.750624
ms,2020-10-31,0.489576
mt,2020-10-31,0.814279
nc,2020-10-31,0.31186
nd,2020-10-31,1.669744
ne,2020-10-31,0.78688
nh,2020-10-31,0.103962
nj,2020-10-31,0.591998
nm,2020-10-31,0.431334
nv,2020-10-31,0.524529
ny,2020-10-31,0.275153
oh,2020-10-31,0.470643
ok,2020-10-31,0.750741
or,2020-10-31,0.205917
pa,2020-10-31,0.340386
pr,2020-10-31,0.331445
ri,2020-10-31,0.174929
sc,2020-10-31,0.230894
sd,2020-10-31,2.994857
tn,2020-10-31,0.564758
tx,2020-10-31,0.646037
ut,2020-10-31,0.590278
va,2020-10-31,0.255075
vt,2020-10-31,0.032103
wa,2020-10-31,0.173649
wi,2020-10-31,1.115427
wv,2020-10-31,0.232168
wy,2020-10-31,0.58277
ak,2020-11-01,0.705817
al,2020-11-01,0.484997
ar,2020-11-01,0.376075
az,2020-11-01,0.356562
ca,2020-11-01,0.292261
co,2020-11-01,0.507153
ct,2020-11-01,0.459465
dc,2020-11-01,0.313111
de,2020-11-01,0.273969
fl,2020-11-01,0.395943
ga,2020-11-01,0.560687
hi,2020-11-01,0.098828
ia,2020-11-01,0.606524
id,2020-11-01,0.698842
il,2020-11-01,1.275659
in,2020-11-01,0.829084
ks,2020-11-01,0.645821
ky,2020-11-01,0.420459
la,2020-11-01,0.370148
ma,2020-11-01,0.203395
md,2020-11-01,0.365831
me,2020-11-01,0.098308
mi,2020-11-01,0.566929
mn,2020-11-01,1.213294
mo,2020-11-01,0.817156
ms,2020-11-01,0.475379
mt,2020-11-01,0.858838
nc,2020-11-01,0.314058
nd,2020-11-01,1.943604
ne,2020-11-01,0.910663
nh,2020-11-01,0.120996
nj,2020-11-01,0.615378
nm,2020-11-01,0.495133
