geo_value,time_value,fb_illness
wv,2020-09-27,1.1720708
wy,2020-09-27,0.9211801
ak,2020-09-28,1.5610179
al,2020-09-28,1.3104448
ar,2020-09-28,0.6479277
az,2020-09-28,0.4838372
ca,2020-09-28,0.5084378
co,2020-09-28,0.6708239
ct,2020-09-28,0.5210657
dc,2020-09-28,0.0
de,2020-09-28,0.0942008
fl,2020-09-28,0.5800532
ga,2020-09-28,0.5805209
hi,2020-09-28,0.2104763
ia,2020-09-28,1.2525615
id,2020-09-28,0.950107
il,2020-09-28,0.5524487
in,2020-09-28,0.6277078
ks,2020-09-28,0.7920544
ky,2020-09-28,0.4873598
la,2020-09-28,0.681864
ma,2020-09-28,0.5256923
md,2020-09-28,0.4220893
me,2020-09-28,0.625339
mi,2020-09-28,0.6739206
mn,2020-09-28,0.7728651
mo,2020-09-28,1.1159995
ms,2020-09-28,0.6239074
mt,2020-09-28,0.647863
nc,2020-09-28,0.534742
nd,2020-09-28,1.8053064
ne,2020-09-28,0.9476306
nh,2020-09-28,0.498446
nj,2020-09-28,0.3375055
nm,2020-09-28,0.4266211
nv,2020-09-28,0.3681881
ny,2020-09-28,0.387775
oh,2020-09-28,0.5312952
ok,2020-09-28,0.9659067
or,2020-09-28,0.370734
pa,2020-09-28,0.5516227
ri,2020-09-28,0.2919208
sc,2020-09-28,0.86265
sd,2020-09-28,1.0786956
tn,2020-09-28,0.7898123
tx,2020-09-28,0.6074967
ut,2020-09-28,0.827841
va,2020-09-28,0.6200243
vt,2020-09-28,0.3231656
wa,2020-09-28,0.5005967
wi,2020-09-28,1.0965343
wv,2020-09-28,0.8304448
wy,2020-09-28,1.0701722
ak,2020-09-29,2.0020286
al,2020-09-29,1.2821146
ar,2020-09-29,0.6461939
az,2020-09-29,0.5282423
ca,2020-09-29,0.5307988
co,2020-09-29,0.6472977
ct,2020-09-29,0.5129355
dc,2020-09-29,0.0
de,2020-09-29,0.0629585
fl,2020-09-29,0.5396979
ga,2020-09-29,0.6544514
hi,2020-09-29,0.3061117
ia,2020-09-29,1.2332532
id,2020-09-29,0.8023772
il,2020-09-29,0.5227377
in,2020-09-29,0.9165713
ks,2020-09-29,0.8705706
ky,2020-09-29,0.667286
la,2020-09-29,0.5740417
ma,2020-09-29,0.5369752
md,2020-09-29,0.4813789
me,2020-09-29,0.6603327
mi,2020-09-29,0.6289516
mn,2020-09-29,0.7884036
mo,2020-09-29,0.9928249
ms,2020-09-29,0.6272299
mt,2020-09-29,0.7133992
nc,2020-09-29,0.6392479
nd,2020-09-29,1.2299557
ne,2020-09-29,0.8615469
nh,2020-09-29,0.3645771
nj,2020-09-29,0.3038152
nm,2020-09-29,0.320425
nv,2020-09-29,0.731591
ny,2020-09-29,0.324181
oh,2020-09-29,0.5483923
ok,2020-09-29,0.9853446
or,2020-09-29,0.4622145
pa,2020-09-29,0.5645576
ri,2020-09-29,0.2881713
sc,2020-09-29,1.0007918
sd,2020-09-29,1.0611423
tn,2020-09-29,0.8081636
tx,2020-09-29,0.6277705
ut,2020-09-29,0.8481112
va,2020-09-29,0.5562268
vt,2020-09-29,0.2175767
wa,2020-09-29,0.4969393
wi,2020-09-29,1.2269549
wv,2020-09-29,0.7913505
wy,2020-09-29,1.190709
ak,2020-09-30,2.0411689
al,2020-09-30,1.0364621
ar,2020-09-30,0.8551615
az,2020-09-30,0.5973823
ca,2020-09-30,0.5171559
co,2020-09-30,0.5716148
ct,2020-09-30,0.5349222
dc,2020-09-30,0.0
de,2020-09-30,0.244839
fl,2020-09-30,0.4403945
ga,2020-09-30,0.74732
hi,2020-09-30,0.5150673
ia,2020-09-30,1.3041203
id,2020-09-30,0.8539769
il,2020-09-30,0.4395024
in,2020-09-30,0.8994104
ks,2020-09-30,0.8429279
ky,2020-09-30,0.5485349
la,2020-09-30,0.688471
ma,2020-09-30,0.4047736
md,2020-09-30,0.5504466
me,2020-09-30,0.6176895
mi,2020-09-30,0.6885211
mn,2020-09-30,0.6764266
mo,2020-09-30,1.00111
ms,2020-09-30,0.4899046
mt,2020-09-30,1.1942396
nc,2020-09-30,0.5988117
nd,2020-09-30,1.0234816
ne,2020-09-30,0.7555332
nh,2020-09-30,0.3080721
nj,2020-09-30,0.264452
nm,2020-09-30,0.3953039
nv,2020-09-30,0.7289561
ny,2020-09-30,0.3025459
oh,2020-09-30,0.5321443
ok,2020-09-30,0.9164365
or,2020-09-30,0.6025851
pa,2020-09-30,0.5532588
ri,2020-09-30,0.3648715
sc,2020-09-30,0.9833037
sd,2020-09-30,0.7709622
tn,2020-09-30,0.7777628
tx,2020-09-30,0.7823592
ut,2020-09-30,0.6694685
va,2020-09-30,0.5401465
vt,2020-09-30,0.2176825
wa,2020-09-30,0.4407328
wi,2020-09-30,1.2645395
wv,2020-09-30,0.9087614
wy,2020-09-30,0.9841157
ak,2020-10-01,2.820301
al,2020-10-01,1.15116
ar,2020-10-01,1.2804285
az,2020-10-01,0.5700914
ca,2020-10-01,0.5700988
co,2020-10-01,0.5595624
ct,2020-10-01,0.4796239
dc,2020-10-01,0.2296472
de,2020-10-01,0.218078
fl,2020-10-01,0.5089236
ga,2020-10-01,0.8174022
hi,2020-10-01,0.5189611
ia,2020-10-01,1.3124629
id,2020-10-01,1.1481161
il,2020-10-01,0.5079549
in,2020-10-01,0.8552075
ks,2020-10-01,0.8478127
ky,2020-10-01,0.6303949
la,2020-10-01,0.7206456
ma,2020-10-01,0.3827706
md,2020-10-01,0.4888389
me,2020-10-01,0.5827718
mi,2020-10-01,0.5859689
mn,2020-10-01,0.5949712
mo,2020-10-01,0.9274489
ms,2020-10-01,0.6426451
mt,2020-10-01,1.0745185
nc,2020-10-01,0.635734
nd,2020-10-01,1.103565
ne,2020-10-01,0.7833579
nh,2020-10-01,0.1847309
nj,2020-10-01,0.2628057
nm,2020-10-01,0.4798716
nv,2020-10-01,0.782345
ny,2020-10-01,0.2952785
oh,2020-10-01,0.6321677
ok,2020-10-01,0.899096
or,2020-10-01,0.5497964
pa,2020-10-01,0.5237529
ri,2020-10-01,0.324958
sc,2020-10-01,0.9977008
sd,2020-10-01,0.6124541
tn,2020-10-01,0.7289879
tx,2020-10-01,0.8132916
ut,2020-10-01,0.645199
va,2020-10-01,0.5003419
vt,2020-10-01,0.220885
wa,2020-10-01,0.3793068
wi,2020-10-01,1.145368
wv,2020-10-01,0.9397586
wy,2020-10-01,0.6905439
ak,2020-10-02,2.5150146
al,2020-10-02,1.2090507
ar,2020-10-02,1.3508529
az,2020-10-02,0.597862
ca,2020-10-02,0.513504
co,2020-10-02,0.5604217
ct,2020-10-02,0.4127739
dc,2020-10-02,0.226052
de,2020-10-02,0.1951574
fl,2020-10-02,0.509733
ga,2020-10-02,0.825861
hi,2020-10-02,0.5283457
ia,2020-10-02,1.2861978
id,2020-10-02,1.0365698
il,2020-10-02,0.5545948
in,2020-10-02,0.8912379
ks,2020-10-02,0.8097531
ky,2020-10-02,0.6798108
la,2020-10-02,0.5944076
ma,2020-10-02,0.250251
md,2020-10-02,0.4195399
me,2020-10-02,0.3696579
mi,2020-10-02,0.5142032
mn,2020-10-02,0.6100232
mo,2020-10-02,0.8638176
ms,2020-10-02,0.6685445
mt,2020-10-02,1.1119577
nc,2020-10-02,0.6806628
nd,2020-10-02,1.1528246
ne,2020-10-02,0.9557264
nh,2020-10-02,0.1579265
nj,2020-10-02,0.237562
nm,2020-10-02,0.4460223
nv,2020-10-02,0.8895011
ny,2020-10-02,0.3022495
oh,2020-10-02,0.6519211
ok,2020-10-02,0.9156075
or,2020-10-02,0.5027627
pa,2020-10-02,0.5343788
ri,2020-10-02,0.3281762
sc,2020-10-02,0.8324159
sd,2020-10-02,0.7761792
tn,2020-10-02,0.8046387
tx,2020-10-02,0.8092987
ut,2020-10-02,0.6350623
va,2020-10-02,0.4706411
vt,2020-10-02,0.0681831
wa,2020-10-02,0.4502417
wi,2020-10-02,1.0351286
wv,2020-10-02,0.6243693
wy,2020-10-02,0.7176801
ak,2020-10-03,2.1715305
al,2020-10-03,1.0645138
ar,2020-10-03,1.3303622
az,2020-10-03,0.6441264
ca,2020-10-03,0.4813697
co,2020-10-03,0.5522482
ct,2020-10-03,0.433433
dc,2020-10-03,0.2452399
de,2020-10-03,0.2227911
fl,2020-10-03,0.5342685
ga,2020-10-03,0.7888943
hi,2020-10-03,0.794736
ia,2020-10-03,1.3586668
id,2020-10-03,1.0366606
il,2020-10-03,0.5340527
in,2020-10-03,0.8608605
ks,2020-10-03,0.9261558
ky,2020-10-03,1.0034965
la,2020-10-03,0.6967229
ma,2020-10-03,0.3035183
md,2020-10-03,0.305226
me,2020-10-03,0.2026383
mi,2020-10-03,0.6861379
mn,2020-10-03,0.5941086
mo,2020-10-03,0.9717034
ms,2020-10-03,0.6920391
mt,2020-10-03,1.1503784
nc,2020-10-03,0.6894337
nd,2020-10-03,1.267455
ne,2020-10-03,0.8394809
nh,2020-10-03,0.0491656
nj,2020-10-03,0.2830088
nm,2020-10-03,0.2443996
nv,2020-10-03,0.8564848
ny,2020-10-03,0.3306114
oh,2020-10-03,0.6924282
ok,2020-10-03,0.9415906
or,2020-10-03,0.5153094
pa,2020-10-03,0.5110088
ri,2020-10-03,0.3274051
sc,2020-10-03,0.9482552
sd,2020-10-03,0.5769469
tn,2020-10-03,0.8418509
tx,2020-10-03,0.8439174
ut,2020-10-03,0.7147749
va,2020-10-03,0.4828757
vt,2020-10-03,0.1308961
wa,2020-10-03,0.4974858
wi,2020-10-03,0.9083504
wv,2020-10-03,0.7477966
wy,2020-10-03,0.9753221
ak,2020-10-04,1.9868432
al,2020-10-04,1.0757299
ar,2020-10-04,1.4072114
az,2020-10-04,0.6250047
ca,2020-10-04,0.4365045
co,2020-10-04,0.505915
ct,2020-10-04,0.3547595
dc,2020-10-04,0.2647944
de,2020-10-04,0.2307444
fl,2020-10-04,0.5205075
ga,2020-10-04,0.7517407
hi,2020-10-04,0.63844
ia,2020-10-04,1.290008
id,2020-10-04,0.9267048
il,2020-10-04,0.5777771
in,2020-10-04,0.9705897
ks,2020-10-04,0.9154681
ky,2020-10-04,1.1419249
la,2020-10-04,0.6758135
ma,2020-10-04,0.3114248
md,2020-10-04,0.4234213
me,2020-10-04,0.3377534
mi,2020-10-04,0.6838353
mn,2020-10-04,0.7049859
mo,2020-10-04,0.8822743
ms,2020-10-04,0.6869847
mt,2020-10-04,1.2805903
nc,2020-10-04,0.6839455
nd,2020-10-04,1.0807224
ne,2020-10-04,0.8652512
nh,2020-10-04,0.1914885
nj,2020-10-04,0.3034595
nm,2020-10-04,0.219435
nv,2020-10-04,0.8683277
ny,2020-10-04,0.3681109
oh,2020-10-04,0.7293456
ok,2020-10-04,0.9556445
or,2020-10-04,0.6045643
pa,2020-10-04,0.5024086
ri,2020-10-04,0.3080078
sc,2020-10-04,0.9321546
sd,2020-10-04,1.0429173
tn,2020-10-04,0.957199
tx,2020-10-04,0.8567852
ut,2020-10-04,0.9913716
va,2020-10-04,0.4214578
vt,2020-10-04,0.3500869
wa,2020-10-04,0.4923698
wi,2020-10-04,0.9047414
wv,2020-10-04,0.7480509
wy,2020-10-04,0.8953007
ak,2020-10-05,1.5694808
al,2020-10-05,1.0801634
ar,2020-10-05,1.4783919
az,2020-10-05,0.5860558
ca,2020-10-05,0.4354785
co,2020-10-05,0.5064584
ct,2020-10-05,0.3141685
dc,2020-10-05,0.2717946
de,2020-10-05,0.2941965
fl,2020-10-05,0.5301075
ga,2020-10-05,0.735597
hi,2020-10-05,0.7430382
ia,2020-10-05,1.0417466
id,2020-10-05,1.0820327
il,2020-10-05,0.6044384
in,2020-10-05,1.0047422
ks,2020-10-05,0.8674548
ky,2020-10-05,1.2392914
la,2020-10-05,0.6578046
ma,2020-10-05,0.3602226
md,2020-10-05,0.3742445
me,2020-10-05,0.4000446
mi,2020-10-05,0.68758
mn,2020-10-05,0.7715847
mo,2020-10-05,0.933832
ms,2020-10-05,0.7563402
mt,2020-10-05,1.3686352
nc,2020-10-05,0.6853791
nd,2020-10-05,1.0566753
ne,2020-10-05,1.0352186
nh,2020-10-05,0.1924942
nj,2020-10-05,0.4066237
nm,2020-10-05,0.4063575
nv,2020-10-05,0.9958372
ny,2020-10-05,0.4052317
oh,2020-10-05,0.6705097
ok,2020-10-05,1.0662535
or,2020-10-05,0.6157976
pa,2020-10-05,0.5426259
ri,2020-10-05,0.4783125
sc,2020-10-05,1.0735527
sd,2020-10-05,1.2698136
tn,2020-10-05,1.0481902
tx,2020-10-05,0.8555016
ut,2020-10-05,1.0951005
va,2020-10-05,0.3657869
vt,2020-10-05,0.3879037
wa,2020-10-05,0.5040598
wi,2020-10-05,0.8515405
wv,2020-10-05,0.8908752
wy,2020-10-05,0.8440049
ak,2020-10-06,1.1592161
al,2020-10-06,1.2763049
ar,2020-10-06,1.5147119
az,2020-10-06,0.5945109
ca,2020-10-06,0.4633378
co,2020-10-06,0.552507
ct,2020-10-06,0.4352896
dc,2020-10-06,0.4508125
de,2020-10-06,0.3589344
fl,2020-10-06,0.6273234
ga,2020-10-06,0.7746429
hi,2020-10-06,0.607718
ia,2020-10-06,1.0981194
id,2020-10-06,1.1624084
il,2020-10-06,0.66765
in,2020-10-06,0.7341901
ks,2020-10-06,0.7855353
ky,2020-10-06,1.4075182
la,2020-10-06,0.7117154
ma,2020-10-06,0.3625355
md,2020-10-06,0.2391942
me,2020-10-06,0.3504645
mi,2020-10-06,0.7406039
mn,2020-10-06,0.7052925
mo,2020-10-06,0.9835301
ms,2020-10-06,0.7889223
mt,2020-10-06,1.389019
nc,2020-10-06,0.726721
nd,2020-10-06,1.2706309
ne,2020-10-06,1.0844462
nh,2020-10-06,0.3178022
nj,2020-10-06,0.3763894
nm,2020-10-06,0.433966
nv,2020-10-06,0.8192232
ny,2020-10-06,0.4310736
oh,2020-10-06,0.7770748
ok,2020-10-06,1.1832816
or,2020-10-06,0.560996
pa,2020-10-06,0.560728
ri,2020-10-06,0.4711975
sc,2020-10-06,0.8164061
sd,2020-10-06,1.2537779
tn,2020-10-06,1.0832771
tx,2020-10-06,0.9305681
ut,2020-10-06,1.095898
va,2020-10-06,0.5328953
vt,2020-10-06,0.3226941
wa,2020-10-06,0.4846588
wi,2020-10-06,0.764148
wv,2020-10-06,1.1821976
wy,2020-10-06,1.0214265
ak,2020-10-07,0.9377894
al,2020-10-07,1.3331424
ar,2020-10-07,1.4243107
az,2020-10-07,0.4896006
ca,2020-10-07,0.4973425
co,2020-10-07,0.6858886
ct,2020-10-07,0.4963441
dc,2020-10-07,0.5672509
de,2020-10-07,0.229851
fl,2020-10-07,0.7080697
ga,2020-10-07,0.7609601
hi,2020-10-07,0.4948377
ia,2020-10-07,0.9450153
id,2020-10-07,1.1690552
il,2020-10-07,0.7509859
in,2020-10-07,0.675894
ks,2020-10-07,0.889435
ky,2020-10-07,1.4435305
la,2020-10-07,0.6159609
ma,2020-10-07,0.4377313
md,2020-10-07,0.2212604
me,2020-10-07,0.3798706
mi,2020-10-07,0.7944214
mn,2020-10-07,0.8095497
mo,2020-10-07,1.0263167
ms,2020-10-07,0.9855013
mt,2020-10-07,1.0216731
nc,2020-10-07,0.7503402
nd,2020-10-07,1.3520022
ne,2020-10-07,1.0294906
nh,2020-10-07,0.4125124
nj,2020-10-07,0.402727
nm,2020-10-07,0.3591983
nv,2020-10-07,0.8783505
ny,2020-10-07,0.4847664
oh,2020-10-07,0.8642997
ok,2020-10-07,1.3673758
or,2020-10-07,0.4858939
pa,2020-10-07,0.5829041
ri,2020-10-07,0.4308057
sc,2020-10-07,0.8023355
sd,2020-10-07,1.3094613
tn,2020-10-07,1.1840223
tx,2020-10-07,0.8952765
ut,2020-10-07,1.0452903
va,2020-10-07,0.5655785
vt,2020-10-07,0.3250264
wa,2020-10-07,0.5300723
wi,2020-10-07,0.8673552
wv,2020-10-07,1.4790425
wy,2020-10-07,1.1071332
ak,2020-10-08,0.7152426
al,2020-10-08,1.1746443
ar,2020-10-08,1.1432176
az,2020-10-08,0.5599928
ca,2020-10-08,0.4432962
co,2020-10-08,0.8468599
ct,2020-10-08,0.5681027
dc,2020-10-08,0.3437826
de,2020-10-08,0.2220388
fl,2020-10-08,0.6717739
ga,2020-10-08,0.805697
hi,2020-10-08,0.4888167
ia,2020-10-08,1.0221829
id,2020-10-08,1.1968546
il,2020-10-08,0.7676939
in,2020-10-08,0.7206871
ks,2020-10-08,0.9296182
ky,2020-10-08,1.4791842
la,2020-10-08,0.6402626
ma,2020-10-08,0.4681621
md,2020-10-08,0.3081131
me,2020-10-08,0.5219551
mi,2020-10-08,0.7493751
mn,2020-10-08,0.9167122
mo,2020-10-08,1.0058913
ms,2020-10-08,0.9528112
mt,2020-10-08,1.2178298
nc,2020-10-08,0.7730952
nd,2020-10-08,1.3596934
ne,2020-10-08,1.0989965
nh,2020-10-08,0.434209
nj,2020-10-08,0.4376566
nm,2020-10-08,0.2531697
nv,2020-10-08,0.7869067
ny,2020-10-08,0.4832542
oh,2020-10-08,0.7682499
ok,2020-10-08,1.2754155
or,2020-10-08,0.6214366
pa,2020-10-08,0.6272843
ri,2020-10-08,0.3665236
sc,2020-10-08,0.9612024
sd,2020-10-08,1.4664754
tn,2020-10-08,1.1063415
tx,2020-10-08,0.9183456
ut,2020-10-08,1.0442468
va,2020-10-08,0.5858285
vt,2020-10-08,0.3211977
wa,2020-10-08,0.5787411
wi,2020-10-08,0.9416919
wv,2020-10-08,1.4913257
wy,2020-10-08,1.280966
ak,2020-10-09,0.5830349
al,2020-10-09,1.2322836
ar,2020-10-09,1.0217023
az,2020-10-09,0.5591332
ca,2020-10-09,0.4896364
co,2020-10-09,0.8081127
ct,2020-10-09,0.5650496
dc,2020-10-09,0.3367878
de,2020-10-09,0.3581976
fl,2020-10-09,0.6958535
ga,2020-10-09,0.8154609
hi,2020-10-09,0.5469425
ia,2020-10-09,1.0480711
id,2020-10-09,1.309557
il,2020-10-09,0.7379144
in,2020-10-09,0.7834159
ks,2020-10-09,1.1764033
ky,2020-10-09,1.4006975
la,2020-10-09,0.8359315
ma,2020-10-09,0.4319811
md,2020-10-09,0.5504707
me,2020-10-09,0.5320678
mi,2020-10-09,0.8487914
mn,2020-10-09,0.9203234
mo,2020-10-09,1.1038822
ms,2020-10-09,1.241928
mt,2020-10-09,1.1231024
nc,2020-10-09,0.8360524
nd,2020-10-09,1.2403351
ne,2020-10-09,0.8107286
nh,2020-10-09,0.4410305
nj,2020-10-09,0.3959605
nm,2020-10-09,0.3199258
nv,2020-10-09,0.7371117
ny,2020-10-09,0.4922653
oh,2020-10-09,0.7836709
ok,2020-10-09,1.289564
or,2020-10-09,0.6858493
pa,2020-10-09,0.6150883
ri,2020-10-09,0.4753118
sc,2020-10-09,0.9510042
sd,2020-10-09,1.6652927
tn,2020-10-09,1.0803814
tx,2020-10-09,0.9137329
ut,2020-10-09,1.0845895
va,2020-10-09,0.6516623
vt,2020-10-09,0.3208009
wa,2020-10-09,0.4740123
wi,2020-10-09,1.0671856
wv,2020-10-09,1.4621683
wy,2020-10-09,1.2868677
ak,2020-10-10,0.686126
al,2020-10-10,1.2560713
ar,2020-10-10,1.0554976
az,2020-10-10,0.5864818
ca,2020-10-10,0.5380249
co,2020-10-10,0.851211
ct,2020-10-10,0.5358193
dc,2020-10-10,0.2962482
de,2020-10-10,0.5710017
fl,2020-10-10,0.7091014
ga,2020-10-10,0.9156941
hi,2020-10-10,0.4170747
ia,2020-10-10,1.0447157
id,2020-10-10,1.6231911
il,2020-10-10,0.8048772
in,2020-10-10,0.7790511
ks,2020-10-10,1.2746279
ky,2020-10-10,1.049118
la,2020-10-10,0.8069557
ma,2020-10-10,0.3552434
md,2020-10-10,0.5589561
me,2020-10-10,0.5197914
mi,2020-10-10,0.7522019
mn,2020-10-10,0.93274
mo,2020-10-10,1.1082412
ms,2020-10-10,1.3713287
mt,2020-10-10,1.151689
nc,2020-10-10,0.8286091
nd,2020-10-10,1.2870015
ne,2020-10-10,0.9228448
nh,2020-10-10,0.5133347
nj,2020-10-10,0.3853042
nm,2020-10-10,0.3530088
nv,2020-10-10,0.7302211
ny,2020-10-10,0.4585306
oh,2020-10-10,0.8515485
ok,2020-10-10,1.3173737
or,2020-10-10,0.6827397
pa,2020-10-10,0.6532242
ri,2020-10-10,0.5856731
sc,2020-10-10,0.8132633
sd,2020-10-10,1.7951127
tn,2020-10-10,1.0313568
tx,2020-10-10,0.9675014
ut,2020-10-10,1.1376223
va,2020-10-10,0.6510907
vt,2020-10-10,0.251596
wa,2020-10-10,0.4957443
wi,2020-10-10,1.1389702
wv,2020-10-10,1.3345304
wy,2020-10-10,1.0224035
ak,2020-10-11,0.9874823
al,2020-10-11,1.1166829
ar,2020-10-11,1.0599052
az,2020-10-11,0.6450306
ca,2020-10-11,0.5518729
co,2020-10-11,0.8269842
ct,2020-10-11,0.5053623
dc,2020-10-11,0.6060738
de,2020-10-11,0.5487533
fl,2020-10-11,0.7584411
ga,2020-10-11,0.9506776
hi,2020-10-11,0.4169451
ia,2020-10-11,0.9552109
id,2020-10-11,1.6105883
il,2020-10-11,0.8408915
in,2020-10-11,0.7048207
ks,2020-10-11,1.4820305
ky,2020-10-11,0.9616515
la,2020-10-11,0.854979
ma,2020-10-11,0.443828
md,2020-10-11,0.4669053
me,2020-10-11,0.3927927
mi,2020-10-11,0.7318225
mn,2020-10-11,0.8761254
mo,2020-10-11,1.2027548
ms,2020-10-11,1.3697812
mt,2020-10-11,1.0632146
nc,2020-10-11,0.9003495
nd,2020-10-11,1.4906017
ne,2020-10-11,0.9308757
nh,2020-10-11,0.3805242
nj,2020-10-11,0.3577712
nm,2020-10-11,0.3998803
nv,2020-10-11,0.7235714
ny,2020-10-11,0.4396273
oh,2020-10-11,0.8944712
ok,2020-10-11,1.3952363
or,2020-10-11,0.6121269
pa,2020-10-11,0.6569811
ri,2020-10-11,0.725517
sc,2020-10-11,0.8109739
sd,2020-10-11,1.5042104
tn,2020-10-11,1.059612
tx,2020-10-11,1.0657547
ut,2020-10-11,0.9454662
va,2020-10-11,0.7410227
vt,2020-10-11,0.1793522
wa,2020-10-11,0.5628627
wi,2020-10-11,1.0823171
wv,2020-10-11,1.4777627
wy,2020-10-11,1.0819289
ak,2020-10-12,0.9840373
al,2020-10-12,1.1755192
ar,2020-10-12,0.9263012
az,2020-10-12,0.6140663
ca,2020-10-12,0.5641562
co,2020-10-12,0.8570886
ct,2020-10-12,0.5596701
dc,2020-10-12,0.5710156
de,2020-10-12,0.4794884
fl,2020-10-12,0.7452026
ga,2020-10-12,1.0582052
hi,2020-10-12,0.5278443
ia,2020-10-12,0.9603581
id,2020-10-12,1.7739203
il,2020-10-12,0.8340026
in,2020-10-12,0.6877709
ks,2020-10-12,1.5198927
ky,2020-10-12,1.0159396
la,2020-10-12,0.9542036
ma,2020-10-12,0.4158444
md,2020-10-12,0.4418702
me,2020-10-12,0.3171149
mi,2020-10-12,0.8023621
mn,2020-10-12,0.8780653
mo,2020-10-12,1.1414601
ms,2020-10-12,1.3461334
mt,2020-10-12,1.2283866
nc,2020-10-12,1.0214975
nd,2020-10-12,1.6783419
ne,2020-10-12,0.836784
nh,2020-10-12,0.3815004
nj,2020-10-12,0.3392668
nm,2020-10-12,0.2970529
nv,2020-10-12,0.7288235
ny,2020-10-12,0.4654327
oh,2020-10-12,0.9421562
ok,2020-10-12,1.2785661
or,2020-10-12,0.6572413
pa,2020-10-12,0.6689649
ri,2020-10-12,0.6410941
sc,2020-10-12,0.7831671
sd,2020-10-12,1.6861786
tn,2020-10-12,1.0430221
tx,2020-10-12,1.0899302
ut,2020-10-12,0.8964019
va,2020-10-12,0.7686835
vt,2020-10-12,0.1465472
wa,2020-10-12,0.5715074
wi,2020-10-12,1.1333662
wv,2020-10-12,1.516828
wy,2020-10-12,0.9836361
ak,2020-10-13,1.2347
al,2020-10-13,1.0736469
ar,2020-10-13,0.9816994
az,2020-10-13,0.6060403
ca,2020-10-13,0.5248878
co,2020-10-13,0.8047833
ct,2020-10-13,0.4775533
dc,2020-10-13,0.4370127
de,2020-10-13,0.4166027
fl,2020-10-13,0.6739516
ga,2020-10-13,1.0436475
hi,2020-10-13,0.6805107
ia,2020-10-13,0.9116371
id,2020-10-13,2.1501246
il,2020-10-13,0.829123
in,2020-10-13,0.6763186
ks,2020-10-13,1.519121
ky,2020-10-13,0.7406997
la,2020-10-13,0.9717915
ma,2020-10-13,0.4175247
md,2020-10-13,0.4845096
me,2020-10-13,0.5298474
mi,2020-10-13,0.8054629
mn,2020-10-13,0.92955
mo,2020-10-13,1.1716264
ms,2020-10-13,1.2268288
mt,2020-10-13,1.6930472
nc,2020-10-13,1.0069954
nd,2020-10-13,1.6431447
ne,2020-10-13,1.0719627
nh,2020-10-13,0.2925864
nj,2020-10-13,0.4453291
nm,2020-10-13,0.4908879
nv,2020-10-13,0.6694774
ny,2020-10-13,0.5113469
oh,2020-10-13,0.8860391
ok,2020-10-13,1.2727371
or,2020-10-13,0.5717888
pa,2020-10-13,0.6444332
ri,2020-10-13,0.7955584
sc,2020-10-13,0.8997649
sd,2020-10-13,1.823272
tn,2020-10-13,1.0744592
tx,2020-10-13,1.076298
ut,2020-10-13,0.8845133
va,2020-10-13,0.7172626
vt,2020-10-13,0.5368286
wa,2020-10-13,0.5836615
wi,2020-10-13,1.1354135
wv,2020-10-13,1.2305226
wy,2020-10-13,1.0659746
ak,2020-10-14,1.5492155
al,2020-10-14,0.9415411
ar,2020-10-14,0.9241252
az,2020-10-14,0.6886416
ca,2020-10-14,0.499012
co,2020-10-14,0.8125519
ct,2020-10-14,0.4422463
dc,2020-10-14,0.3121057
de,2020-10-14,0.3866627
fl,2020-10-14,0.6787469
ga,2020-10-14,1.0543819
hi,2020-10-14,0.5668137
ia,2020-10-14,0.8737396
id,2020-10-14,2.1494295
il,2020-10-14,0.8114074
in,2020-10-14,0.7409732
ks,2020-10-14,1.5323819
ky,2020-10-14,0.7870455
la,2020-10-14,0.9828661
ma,2020-10-14,0.3828366
md,2020-10-14,0.4580255
me,2020-10-14,0.5919351
mi,2020-10-14,0.8030847
mn,2020-10-14,0.8623952
mo,2020-10-14,1.1312971
ms,2020-10-14,1.0847507
mt,2020-10-14,1.642298
nc,2020-10-14,1.0003815
nd,2020-10-14,1.621413
ne,2020-10-14,1.2459036
nh,2020-10-14,0.3659236
nj,2020-10-14,0.4762149
nm,2020-10-14,0.5238198
nv,2020-10-14,0.7371164
ny,2020-10-14,0.473003
oh,2020-10-14,0.8372554
ok,2020-10-14,1.2654911
or,2020-10-14,0.6458755
pa,2020-10-14,0.6257941
ri,2020-10-14,0.8453807
sc,2020-10-14,0.9379532
sd,2020-10-14,1.8016879
tn,2020-10-14,1.0420018
tx,2020-10-14,1.0805509
ut,2020-10-14,1.0719491
va,2020-10-14,0.6634137
vt,2020-10-14,0.5379868
wa,2020-10-14,0.6100984
wi,2020-10-14,1.1362272
wv,2020-10-14,1.0240418
wy,2020-10-14,1.0043587
ak,2020-10-15,1.660256
al,2020-10-15,0.9607785
ar,2020-10-15,0.8605183
az,2020-10-15,0.6981566
ca,2020-10-15,0.5733079
co,2020-10-15,0.7056202
ct,2020-10-15,0.4585971
dc,2020-10-15,0.2678017
de,2020-10-15,0.9243582
fl,2020-10-15,0.6976617
ga,2020-10-15,0.8842896
hi,2020-10-15,0.7263036
ia,2020-10-15,0.9362253
id,2020-10-15,1.9345578
il,2020-10-15,0.7588848
in,2020-10-15,0.6749155
ks,2020-10-15,1.4629994
ky,2020-10-15,0.8218236
la,2020-10-15,0.9834598
ma,2020-10-15,0.3900323
md,2020-10-15,0.3716544
me,2020-10-15,0.465418
mi,2020-10-15,0.7867851
mn,2020-10-15,0.8614957
