geo_value,time_value,covid_admissions
va,2020-06-08,1.786141
vt,2020-06-08,0.141583
wa,2020-06-08,1.078065
wi,2020-06-08,2.632942
wv,2020-06-08,1.330177
al,2020-06-09,8.088715
ar,2020-06-09,2.10255
az,2020-06-09,3.953144
ca,2020-06-09,2.163029
co,2020-06-09,0.778661
ct,2020-06-09,3.463728
dc,2020-06-09,6.287595
de,2020-06-09,9.504513
fl,2020-06-09,2.36954
ga,2020-06-09,2.687651
hi,2020-06-09,0.090296
ia,2020-06-09,2.762718
id,2020-06-09,0.106992
il,2020-06-09,2.866147
in,2020-06-09,2.226529
ks,2020-06-09,0.371255
ky,2020-06-09,2.945926
la,2020-06-09,1.942698
ma,2020-06-09,6.963524
md,2020-06-09,5.633556
me,2020-06-09,1.344483
mi,2020-06-09,0.472578
mn,2020-06-09,1.142666
mo,2020-06-09,1.37644
ms,2020-06-09,5.328261
nc,2020-06-09,3.683312
nd,2020-06-09,0.441918
ne,2020-06-09,3.188868
nh,2020-06-09,2.920443
nj,2020-06-09,4.51591
nm,2020-06-09,4.118122
nv,2020-06-09,1.436284
ny,2020-06-09,1.750946
oh,2020-06-09,1.4348
ok,2020-06-09,1.078163
or,2020-06-09,0.861977
pa,2020-06-09,1.663268
ri,2020-06-09,1.93383
sc,2020-06-09,2.629035
sd,2020-06-09,2.319838
tn,2020-06-09,1.070888
tx,2020-06-09,2.351788
ut,2020-06-09,1.990557
va,2020-06-09,1.748946
vt,2020-06-09,0.139364
wa,2020-06-09,1.073348
wi,2020-06-09,2.809977
wv,2020-06-09,1.066798
al,2020-06-10,7.722075
ar,2020-06-10,2.278232
az,2020-06-10,4.189111
ca,2020-06-10,2.138855
co,2020-06-10,0.651571
ct,2020-06-10,2.762376
dc,2020-06-10,5.54798
de,2020-06-10,8.52942
fl,2020-06-10,2.362693
ga,2020-06-10,2.355959
hi,2020-06-10,0.090698
ia,2020-06-10,2.545421
id,2020-06-10,0.111774
il,2020-06-10,2.592086
in,2020-06-10,1.996874
ks,2020-06-10,0.257684
ky,2020-06-10,3.172389
la,2020-06-10,2.196266
ma,2020-06-10,5.790827
md,2020-06-10,5.124012
me,2020-06-10,1.220451
mi,2020-06-10,0.47934
mn,2020-06-10,0.969619
mo,2020-06-10,1.172917
ms,2020-06-10,5.431962
nc,2020-06-10,3.669653
nd,2020-06-10,0.458391
ne,2020-06-10,3.490478
nh,2020-06-10,2.251854
nj,2020-06-10,4.195661
nm,2020-06-10,4.709273
nv,2020-06-10,1.902396
ny,2020-06-10,1.572436
oh,2020-06-10,1.208387
ok,2020-06-10,0.926129
or,2020-06-10,0.882924
pa,2020-06-10,1.45769
ri,2020-06-10,1.771501
sc,2020-06-10,2.531385
sd,2020-06-10,1.97897
tn,2020-06-10,1.03631
tx,2020-06-10,2.413567
ut,2020-06-10,2.135838
va,2020-06-10,1.454722
vt,2020-06-10,0.139861
wa,2020-06-10,1.255701
wi,2020-06-10,2.607764
wv,2020-06-10,0.721072
al,2020-06-11,7.729145
ar,2020-06-11,2.518501
az,2020-06-11,4.294733
ca,2020-06-11,2.099619
co,2020-06-11,0.708111
ct,2020-06-11,2.372741
dc,2020-06-11,4.699445
de,2020-06-11,7.699573
fl,2020-06-11,2.356529
ga,2020-06-11,2.289281
hi,2020-06-11,0.09085
ia,2020-06-11,2.272372
id,2020-06-11,0.116649
il,2020-06-11,2.682386
in,2020-06-11,1.794943
ks,2020-06-11,0.23003
ky,2020-06-11,3.390205
la,2020-06-11,2.351038
ma,2020-06-11,4.947145
md,2020-06-11,4.615578
me,2020-06-11,1.106544
mi,2020-06-11,0.415585
mn,2020-06-11,1.014112
mo,2020-06-11,1.268294
ms,2020-06-11,5.512883
nc,2020-06-11,3.792318
nd,2020-06-11,0.47713
ne,2020-06-11,3.750183
nh,2020-06-11,1.808643
nj,2020-06-11,3.980955
nm,2020-06-11,5.117368
nv,2020-06-11,2.492953
ny,2020-06-11,1.513691
oh,2020-06-11,1.098842
ok,2020-06-11,0.735795
or,2020-06-11,0.916045
pa,2020-06-11,1.431834
ri,2020-06-11,1.45088
sc,2020-06-11,2.519365
sd,2020-06-11,1.607608
tn,2020-06-11,1.161349
tx,2020-06-11,2.514264
ut,2020-06-11,2.297837
va,2020-06-11,1.206177
vt,2020-06-11,0.140222
wa,2020-06-11,1.126041
wi,2020-06-11,2.529666
wv,2020-06-11,0.447084
al,2020-06-12,7.766748
ar,2020-06-12,2.49562
az,2020-06-12,4.723735
ca,2020-06-12,2.035502
co,2020-06-12,0.728175
ct,2020-06-12,2.364727
dc,2020-06-12,3.862158
de,2020-06-12,7.404535
fl,2020-06-12,2.223266
ga,2020-06-12,2.121261
hi,2020-06-12,0.092461
ia,2020-06-12,2.112785
id,2020-06-12,0.120273
il,2020-06-12,3.044503
in,2020-06-12,1.516025
ks,2020-06-12,0.159822
ky,2020-06-12,3.404658
la,2020-06-12,2.190342
ma,2020-06-12,4.113764
md,2020-06-12,4.148129
me,2020-06-12,0.986839
mi,2020-06-12,0.382754
mn,2020-06-12,1.013425
mo,2020-06-12,1.35475
ms,2020-06-12,5.279808
nc,2020-06-12,3.708462
ne,2020-06-12,3.878153
nh,2020-06-12,1.419482
nj,2020-06-12,3.623521
nm,2020-06-12,5.000358
nv,2020-06-12,2.851513
ny,2020-06-12,1.401748
oh,2020-06-12,0.972459
ok,2020-06-12,0.605068
or,2020-06-12,0.956533
pa,2020-06-12,1.273608
ri,2020-06-12,1.115985
sc,2020-06-12,2.235738
sd,2020-06-12,1.301249
tn,2020-06-12,1.265127
tx,2020-06-12,2.586677
ut,2020-06-12,2.338981
va,2020-06-12,1.183608
vt,2020-06-12,0.139436
wa,2020-06-12,1.14551
wi,2020-06-12,2.471102
wv,2020-06-12,0.2434
al,2020-06-13,8.068069
ar,2020-06-13,2.298024
az,2020-06-13,4.565282
ca,2020-06-13,1.94955
co,2020-06-13,0.779222
ct,2020-06-13,2.356317
dc,2020-06-13,3.216574
de,2020-06-13,7.3502
fl,2020-06-13,2.262174
ga,2020-06-13,2.102426
hi,2020-06-13,0.093687
ia,2020-06-13,2.187464
id,2020-06-13,0.124074
il,2020-06-13,3.208142
in,2020-06-13,1.627443
ks,2020-06-13,0.081175
ky,2020-06-13,3.287683
la,2020-06-13,2.182573
ma,2020-06-13,3.170749
md,2020-06-13,3.736157
me,2020-06-13,0.701267
mi,2020-06-13,0.335204
mn,2020-06-13,1.096267
mo,2020-06-13,1.225679
ms,2020-06-13,5.154207
mt,2020-06-13,0.480505
nc,2020-06-13,3.692635
ne,2020-06-13,3.84816
nh,2020-06-13,1.251822
nj,2020-06-13,3.28897
nm,2020-06-13,4.606947
nv,2020-06-13,3.147037
ny,2020-06-13,1.48679
oh,2020-06-13,0.974545
ok,2020-06-13,0.395059
or,2020-06-13,1.048453
pa,2020-06-13,1.347136
ri,2020-06-13,0.873728
sc,2020-06-13,2.241212
sd,2020-06-13,0.882378
tn,2020-06-13,1.206439
tx,2020-06-13,2.82792
ut,2020-06-13,2.19591
va,2020-06-13,1.313071
vt,2020-06-13,0.137677
wa,2020-06-13,1.175987
wi,2020-06-13,2.479689
wv,2020-06-13,0.098276
al,2020-06-14,8.687418
ar,2020-06-14,2.368484
az,2020-06-14,4.745943
ca,2020-06-14,1.920582
co,2020-06-14,0.885003
ct,2020-06-14,2.130188
dc,2020-06-14,2.565212
de,2020-06-14,7.331986
fl,2020-06-14,2.397498
ga,2020-06-14,2.281252
hi,2020-06-14,0.094811
ia,2020-06-14,2.348882
id,2020-06-14,0.12671
il,2020-06-14,3.496743
in,2020-06-14,2.000414
ks,2020-06-14,0.083086
ky,2020-06-14,3.002917
la,2020-06-14,2.26717
ma,2020-06-14,2.304762
md,2020-06-14,3.482413
me,2020-06-14,0.461372
mi,2020-06-14,0.203207
mn,2020-06-14,0.982932
mo,2020-06-14,1.277767
ms,2020-06-14,5.539787
mt,2020-06-14,0.441048
nc,2020-06-14,3.953098
ne,2020-06-14,3.610567
nh,2020-06-14,1.167725
nj,2020-06-14,3.191791
nm,2020-06-14,4.241004
nv,2020-06-14,3.234291
ny,2020-06-14,1.536017
oh,2020-06-14,0.918025
ok,2020-06-14,0.371876
or,2020-06-14,1.208753
pa,2020-06-14,1.254213
ri,2020-06-14,0.957215
sc,2020-06-14,2.461588
sd,2020-06-14,0.526006
tn,2020-06-14,1.119577
tx,2020-06-14,3.196748
ut,2020-06-14,2.019178
va,2020-06-14,2.578313
vt,2020-06-14,0.138998
wa,2020-06-14,1.380681
wi,2020-06-14,2.463716
wv,2020-06-14,0.090447
al,2020-06-15,9.452139
ar,2020-06-15,2.608055
az,2020-06-15,4.931268
ca,2020-06-15,2.173607
co,2020-06-15,0.9781
ct,2020-06-15,1.849236
dc,2020-06-15,2.148884
de,2020-06-15,7.400343
fl,2020-06-15,2.534436
ga,2020-06-15,2.352964
hi,2020-06-15,0.093838
ia,2020-06-15,2.388612
id,2020-06-15,0.128708
il,2020-06-15,3.603949
in,2020-06-15,2.154064
ks,2020-06-15,0.181108
ky,2020-06-15,2.622059
la,2020-06-15,2.476116
ma,2020-06-15,1.821635
md,2020-06-15,3.191442
me,2020-06-15,0.267285
mi,2020-06-15,0.178568
mn,2020-06-15,0.987169
mo,2020-06-15,1.416701
ms,2020-06-15,6.007697
mt,2020-06-15,0.401612
nc,2020-06-15,4.043753
ne,2020-06-15,3.327018
nh,2020-06-15,1.181103
nj,2020-06-15,3.29634
nm,2020-06-15,3.801893
nv,2020-06-15,3.119745
ny,2020-06-15,1.68635
oh,2020-06-15,1.020632
ok,2020-06-15,0.43037
or,2020-06-15,1.372987
pa,2020-06-15,1.288489
ri,2020-06-15,1.344367
sc,2020-06-15,2.4073
sd,2020-06-15,0.284728
tn,2020-06-15,1.164491
tx,2020-06-15,3.698103
ut,2020-06-15,1.777927
va,2020-06-15,2.528557
vt,2020-06-15,0.141227
wa,2020-06-15,1.401351
wi,2020-06-15,2.324233
wv,2020-06-15,0.093375
al,2020-06-16,9.220098
ar,2020-06-16,2.735953
az,2020-06-16,5.20536
ca,2020-06-16,2.441433
co,2020-06-16,0.966097
ct,2020-06-16,1.71923
dc,2020-06-16,1.913165
de,2020-06-16,7.495868
fl,2020-06-16,2.636465
ga,2020-06-16,2.553387
hi,2020-06-16,0.093961
ia,2020-06-16,2.350135
id,2020-06-16,0.127293
il,2020-06-16,3.814806
in,2020-06-16,2.052937
ks,2020-06-16,0.300659
ky,2020-06-16,2.303444
la,2020-06-16,2.417464
ma,2020-06-16,1.51189
md,2020-06-16,2.987343
me,2020-06-16,0.142115
mi,2020-06-16,0.23886
mn,2020-06-16,1.14021
mo,2020-06-16,1.386023
ms,2020-06-16,5.806012
mt,2020-06-16,0.358513
nc,2020-06-16,4.219014
ne,2020-06-16,2.98421
nh,2020-06-16,1.201608
nj,2020-06-16,3.544673
nm,2020-06-16,3.440094
nv,2020-06-16,2.963429
ny,2020-06-16,1.824762
oh,2020-06-16,1.054848
ok,2020-06-16,0.486399
or,2020-06-16,1.56093
pa,2020-06-16,1.319567
ri,2020-06-16,1.834975
sc,2020-06-16,2.520929
sd,2020-06-16,0.276571
tn,2020-06-16,1.108935
tx,2020-06-16,3.472058
ut,2020-06-16,1.576535
va,2020-06-16,2.639819
vt,2020-06-16,0.141733
wa,2020-06-16,1.392859
wi,2020-06-16,2.086846
wv,2020-06-16,0.090129
al,2020-06-17,8.766164
ar,2020-06-17,2.638081
az,2020-06-17,5.139941
ca,2020-06-17,2.182019
co,2020-06-17,1.069189
ct,2020-06-17,1.48692
dc,2020-06-17,1.803428
de,2020-06-17,7.373054
fl,2020-06-17,2.628405
ga,2020-06-17,2.529908
hi,2020-06-17,0.093022
ia,2020-06-17,2.261958
id,2020-06-17,0.124123
il,2020-06-17,3.802988
in,2020-06-17,1.877516
ks,2020-06-17,0.484155
ky,2020-06-17,2.030539
la,2020-06-17,2.368666
ma,2020-06-17,1.293669
md,2020-06-17,3.01057
me,2020-06-17,0.130819
mi,2020-06-17,0.397827
mn,2020-06-17,1.245759
mo,2020-06-17,1.570827
ms,2020-06-17,5.292536
mt,2020-06-17,0.322504
nc,2020-06-17,4.04679
ne,2020-06-17,2.62636
nh,2020-06-17,1.217976
nj,2020-06-17,3.597471
nm,2020-06-17,3.133087
nv,2020-06-17,2.896337
ny,2020-06-17,1.788509
oh,2020-06-17,1.067944
ok,2020-06-17,0.816906
or,2020-06-17,1.645284
pa,2020-06-17,1.332533
ri,2020-06-17,2.273453
sc,2020-06-17,2.74314
sd,2020-06-17,0.273782
tn,2020-06-17,0.905081
tx,2020-06-17,3.338229
ut,2020-06-17,1.594675
va,2020-06-17,2.458669
vt,2020-06-17,0.142309
wa,2020-06-17,1.310622
wi,2020-06-17,1.579993
wv,2020-06-17,0.087412
al,2020-06-18,8.331631
ar,2020-06-18,2.374755
az,2020-06-18,5.287745
ca,2020-06-18,2.259017
co,2020-06-18,1.083154
ct,2020-06-18,1.489653
dc,2020-06-18,1.795542
de,2020-06-18,7.241639
fl,2020-06-18,2.698349
ga,2020-06-18,2.578107
hi,2020-06-18,0.093084
ia,2020-06-18,2.243573
id,2020-06-18,0.121955
il,2020-06-18,3.765647
in,2020-06-18,1.868786
ks,2020-06-18,0.791554
ky,2020-06-18,2.006427
la,2020-06-18,2.237884
ma,2020-06-18,1.27158
md,2020-06-18,3.138283
me,2020-06-18,0.304502
mi,2020-06-18,0.507805
mn,2020-06-18,1.368974
mo,2020-06-18,1.484291
ms,2020-06-18,5.058894
mt,2020-06-18,0.302876
nc,2020-06-18,3.87984
ne,2020-06-18,2.240973
nh,2020-06-18,1.154085
nj,2020-06-18,3.41666
nm,2020-06-18,2.833542
nv,2020-06-18,2.794029
ny,2020-06-18,1.728913
oh,2020-06-18,1.132911
ok,2020-06-18,1.20251
or,2020-06-18,1.645959
pa,2020-06-18,1.414236
ri,2020-06-18,2.447173
sc,2020-06-18,2.795668
sd,2020-06-18,0.27519
tn,2020-06-18,0.791947
tx,2020-06-18,3.672094
ut,2020-06-18,1.77888
va,2020-06-18,2.344192
vt,2020-06-18,0.141514
wa,2020-06-18,1.153871
wi,2020-06-18,1.417724
wv,2020-06-18,0.086947
al,2020-06-19,7.855722
ar,2020-06-19,2.383683
az,2020-06-19,5.302703
ca,2020-06-19,2.292565
co,2020-06-19,1.006972
ct,2020-06-19,1.525975
dc,2020-06-19,1.790579
de,2020-06-19,7.100144
fl,2020-06-19,2.687871
ga,2020-06-19,2.50106
hi,2020-06-19,0.094
ia,2020-06-19,2.261702
id,2020-06-19,0.118703
il,2020-06-19,3.573068
in,2020-06-19,1.938392
ks,2020-06-19,0.991455
ky,2020-06-19,1.963236
la,2020-06-19,2.102289
ma,2020-06-19,1.466143
md,2020-06-19,2.990729
me,2020-06-19,0.614319
mi,2020-06-19,0.503033
mn,2020-06-19,1.352672
mo,2020-06-19,1.405725
ms,2020-06-19,4.851235
mt,2020-06-19,0.454141
nc,2020-06-19,3.786625
ne,2020-06-19,1.857872
nh,2020-06-19,1.089188
nj,2020-06-19,3.311676
nm,2020-06-19,2.44812
nv,2020-06-19,2.755464
ny,2020-06-19,1.771956
oh,2020-06-19,1.123811
ok,2020-06-19,1.279586
or,2020-06-19,1.653242
pa,2020-06-19,1.45834
ri,2020-06-19,2.460303
sc,2020-06-19,3.036293
sd,2020-06-19,0.286516
tn,2020-06-19,0.662505
tx,2020-06-19,4.003384
ut,2020-06-19,2.009096
va,2020-06-19,2.362784
vt,2020-06-19,0.139224
wa,2020-06-19,1.151021
wi,2020-06-19,1.327025
wv,2020-06-19,0.131957
al,2020-06-20,7.719768
ar,2020-06-20,2.36154
az,2020-06-20,5.672439
ca,2020-06-20,2.323151
co,2020-06-20,0.853894
ct,2020-06-20,1.389648
dc,2020-06-20,1.837208
de,2020-06-20,6.817234
fl,2020-06-20,2.792087
ga,2020-06-20,2.665683
hi,2020-06-20,0.094031
ia,2020-06-20,2.009131
id,2020-06-20,0.117004
il,2020-06-20,3.523869
in,2020-06-20,2.056619
ks,2020-06-20,0.994179
ky,2020-06-20,1.767108
la,2020-06-20,2.160473
ma,2020-06-20,1.804892
md,2020-06-20,2.689654
me,2020-06-20,1.00622
mi,2020-06-20,0.501391
mn,2020-06-20,1.240725
mo,2020-06-20,1.397872
ms,2020-06-20,4.452258
mt,2020-06-20,0.601679
nc,2020-06-20,3.671641
nd,2020-06-20,0.490674
ne,2020-06-20,1.480555
nh,2020-06-20,0.976234
nj,2020-06-20,3.078821
nm,2020-06-20,1.964014
nv,2020-06-20,2.78916
ny,2020-06-20,1.782788
oh,2020-06-20,1.023132
ok,2020-06-20,1.258535
or,2020-06-20,1.591188
pa,2020-06-20,1.339955
ri,2020-06-20,2.431329
sc,2020-06-20,3.428357
sd,2020-06-20,0.299444
tn,2020-06-20,0.642895
tx,2020-06-20,4.29045
ut,2020-06-20,2.225545
va,2020-06-20,2.072448
vt,2020-06-20,0.135286
wa,2020-06-20,1.133633
wi,2020-06-20,1.186662
wv,2020-06-20,0.197579
al,2020-06-21,7.843199
ar,2020-06-21,2.215905
az,2020-06-21,6.325697
ca,2020-06-21,2.434622
co,2020-06-21,0.826368
ct,2020-06-21,1.20748
dc,2020-06-21,2.257507
de,2020-06-21,6.37638
fl,2020-06-21,3.192376
ga,2020-06-21,2.780782
hi,2020-06-21,0.094078
ia,2020-06-21,1.814208
id,2020-06-21,0.117018
il,2020-06-21,3.390199
in,2020-06-21,2.254525
ks,2020-06-21,1.020695
ky,2020-06-21,1.771986
la,2020-06-21,2.674798
ma,2020-06-21,2.016816
md,2020-06-21,2.558939
me,2020-06-21,1.352662
mi,2020-06-21,0.471262
mn,2020-06-21,1.134113
mo,2020-06-21,1.395894
ms,2020-06-21,4.209369
mt,2020-06-21,0.755893
nc,2020-06-21,3.797862
nd,2020-06-21,0.491582
ne,2020-06-21,1.249723
nh,2020-06-21,0.765635
nj,2020-06-21,2.953924
nm,2020-06-21,1.524805
nv,2020-06-21,2.652258
ny,2020-06-21,1.793123
oh,2020-06-21,1.062543
ok,2020-06-21,1.470489
or,2020-06-21,1.483342
pa,2020-06-21,1.391898
ri,2020-06-21,2.314722
sc,2020-06-21,3.885006
sd,2020-06-21,0.314794
tn,2020-06-21,1.143171
tx,2020-06-21,4.862214
ut,2020-06-21,2.4752
va,2020-06-21,1.955715
vt,2020-06-21,0.135083
wa,2020-06-21,1.135543
wi,2020-06-21,1.219738
wv,2020-06-21,0.223415
al,2020-06-22,8.236024
ar,2020-06-22,2.227591
az,2020-06-22,7.486101
ca,2020-06-22,2.591478
co,2020-06-22,0.782513
ct,2020-06-22,1.128994
dc,2020-06-22,2.565221
de,2020-06-22,5.929124
fl,2020-06-22,3.468821
ga,2020-06-22,2.728796
hi,2020-06-22,0.143825
ia,2020-06-22,1.597201
id,2020-06-22,0.118889
il,2020-06-22,3.439363
in,2020-06-22,2.261533
ks,2020-06-22,1.1167
ky,2020-06-22,1.829793
la,2020-06-22,3.052153
ma,2020-06-22,2.133235
md,2020-06-22,2.569671
me,2020-06-22,1.748462
mi,2020-06-22,0.461088
mn,2020-06-22,0.926098
mo,2020-06-22,1.333254
ms,2020-06-22,4.35457
mt,2020-06-22,1.090719
nc,2020-06-22,3.91942
ne,2020-06-22,1.194672
nh,2020-06-22,0.652343
nj,2020-06-22,2.90397
nm,2020-06-22,1.08827
nv,2020-06-22,2.405806
ny,2020-06-22,1.797778
oh,2020-06-22,1.127005
ok,2020-06-22,1.761246
or,2020-06-22,1.428683
pa,2020-06-22,1.553616
ri,2020-06-22,2.218299
sc,2020-06-22,4.233787
sd,2020-06-22,0.33189
tn,2020-06-22,1.517458
tx,2020-06-22,5.440139
ut,2020-06-22,2.604453
va,2020-06-22,1.956452
vt,2020-06-22,0.134819
wa,2020-06-22,1.081694
wi,2020-06-22,1.192194
wv,2020-06-22,0.234924
al,2020-06-23,8.135675
ar,2020-06-23,2.217993
az,2020-06-23,8.488325
ca,2020-06-23,2.94126
co,2020-06-23,0.728985
ct,2020-06-23,1.055475
dc,2020-06-23,2.631907
de,2020-06-23,5.432779
fl,2020-06-23,4.012144
ga,2020-06-23,2.894622
hi,2020-06-23,0.239697
ia,2020-06-23,1.47377
id,2020-06-23,0.18094
il,2020-06-23,3.511219
in,2020-06-23,2.164599
ks,2020-06-23,1.239847
ky,2020-06-23,1.793274
la,2020-06-23,3.144249
ma,2020-06-23,2.246906
md,2020-06-23,2.549449
me,2020-06-23,2.137337
mi,2020-06-23,0.503911
mn,2020-06-23,0.830656
mo,2020-06-23,1.186014
ms,2020-06-23,4.102684
mt,2020-06-23,1.455154
nc,2020-06-23,4.008703
ne,2020-06-23,1.27784
nh,2020-06-23,0.671404
nj,2020-06-23,2.758745
nm,2020-06-23,0.7934
nv,2020-06-23,2.349293
ny,2020-06-23,1.748242
oh,2020-06-23,1.3922
ok,2020-06-23,1.997307
or,2020-06-23,1.517204
pa,2020-06-23,1.47203
ri,2020-06-23,2.3612
sc,2020-06-23,4.460011
sd,2020-06-23,0.351167
tn,2020-06-23,1.835702
tx,2020-06-23,5.177371
ut,2020-06-23,2.658289
va,2020-06-23,2.033781
vt,2020-06-23,0.132174
wa,2020-06-23,1.108402
wi,2020-06-23,1.317818
wv,2020-06-23,0.243002
al,2020-06-24,7.732074
ar,2020-06-24,2.466535
az,2020-06-24,8.705887
ca,2020-06-24,2.977863
co,2020-06-24,0.678026
ct,2020-06-24,1.125711
dc,2020-06-24,2.550551
de,2020-06-24,4.690025
fl,2020-06-24,4.334214
ga,2020-06-24,2.945705
hi,2020-06-24,0.324802
ia,2020-06-24,1.338369
id,2020-06-24,0.308102
il,2020-06-24,3.182394
in,2020-06-24,1.975159
ks,2020-06-24,1.374237
ky,2020-06-24,1.737869
la,2020-06-24,3.311936
ma,2020-06-24,2.180635
md,2020-06-24,2.500056
me,2020-06-24,2.453121
mi,2020-06-24,0.576145
mn,2020-06-24,0.879098
mo,2020-06-24,1.123006
ms,2020-06-24,4.044648
mt,2020-06-24,1.883192
nc,2020-06-24,3.99084
ne,2020-06-24,1.349524
nh,2020-06-24,0.894099
nj,2020-06-24,2.566953
nm,2020-06-24,0.714082
nv,2020-06-24,2.186663
ny,2020-06-24,1.562596
oh,2020-06-24,1.490727
ok,2020-06-24,2.132965
or,2020-06-24,1.804545
pa,2020-06-24,1.359777
ri,2020-06-24,2.328874
sc,2020-06-24,4.677196
sd,2020-06-24,0.369968
tn,2020-06-24,2.345098
tx,2020-06-24,5.38073
ut,2020-06-24,2.665838
va,2020-06-24,2.275181
vt,2020-06-24,0.128835
wa,2020-06-24,1.025502
wi,2020-06-24,1.208249
wv,2020-06-24,0.245717
al,2020-06-25,7.346011
ar,2020-06-25,2.771343
az,2020-06-25,9.031121
ca,2020-06-25,2.907899
co,2020-06-25,0.727588
ct,2020-06-25,1.186118
dc,2020-06-25,2.353024
de,2020-06-25,4.068853
fl,2020-06-25,4.503435
ga,2020-06-25,2.808317
hi,2020-06-25,0.384442
ia,2020-06-25,1.203957
id,2020-06-25,0.420249
il,2020-06-25,3.05755
in,2020-06-25,2.035395
ks,2020-06-25,1.412718
ky,2020-06-25,1.758824
la,2020-06-25,3.362723
ma,2020-06-25,1.86697
md,2020-06-25,2.458246
me,2020-06-25,2.72042
mi,2020-06-25,0.599872
mn,2020-06-25,0.950946
mo,2020-06-25,1.142672
ms,2020-06-25,4.414026
mt,2020-06-25,2.380458
nc,2020-06-25,4.108886
ne,2020-06-25,1.201498
nh,2020-06-25,1.208633
nj,2020-06-25,2.548984
nm,2020-06-25,0.776342
nv,2020-06-25,2.152633
ny,2020-06-25,1.458225
oh,2020-06-25,1.54228
ok,2020-06-25,2.212898
or,2020-06-25,2.038731
pa,2020-06-25,1.357797
ri,2020-06-25,2.179556
sc,2020-06-25,4.785389
sd,2020-06-25,0.395079
tn,2020-06-25,2.296155
tx,2020-06-25,5.810803
ut,2020-06-25,2.718033
va,2020-06-25,2.743641
vt,2020-06-25,0.126512
wa,2020-06-25,1.021924
wi,2020-06-25,1.076043
wv,2020-06-25,0.291167
al,2020-06-26,7.147736
ar,2020-06-26,3.136505
az,2020-06-26,9.36862
ca,2020-06-26,2.938029
co,2020-06-26,0.715808
ct,2020-06-26,1.050034
dc,2020-06-26,2.262892
de,2020-06-26,3.633785
fl,2020-06-26,4.747293
ga,2020-06-26,2.733232
hi,2020-06-26,0.434795
ia,2020-06-26,0.978652
id,2020-06-26,0.517402
il,2020-06-26,3.020321
in,2020-06-26,1.854116
ks,2020-06-26,1.326883
ky,2020-06-26,1.946043
la,2020-06-26,3.240737
ma,2020-06-26,1.537595
md,2020-06-26,2.474012
me,2020-06-26,2.585431
mi,2020-06-26,0.558007
mn,2020-06-26,1.01768
mo,2020-06-26,1.119152
ms,2020-06-26,4.442968
nc,2020-06-26,3.983282
ne,2020-06-26,0.937207
nh,2020-06-26,1.783177
nj,2020-06-26,2.620679
nm,2020-06-26,0.946337
nv,2020-06-26,2.471837
ny,2020-06-26,1.366703
oh,2020-06-26,1.57416
ok,2020-06-26,2.193472
or,2020-06-26,2.237648
pa,2020-06-26,1.530788
ri,2020-06-26,2.044276
sc,2020-06-26,4.810715
sd,2020-06-26,0.420672
tn,2020-06-26,2.600586
tx,2020-06-26,6.227815
ut,2020-06-26,2.454637
va,2020-06-26,2.925818
vt,2020-06-26,0.124673
wa,2020-06-26,1.004247
wi,2020-06-26,1.013266
wv,2020-06-26,0.384004
al,2020-06-27,6.851089
ar,2020-06-27,3.38316
az,2020-06-27,9.911411
ca,2020-06-27,2.941584
co,2020-06-27,0.828463
ct,2020-06-27,0.8953
dc,2020-06-27,2.05935
de,2020-06-27,3.30555
fl,2020-06-27,4.945472
ga,2020-06-27,2.754243
hi,2020-06-27,0.473747
ia,2020-06-27,0.841594
id,2020-06-27,0.599095
il,2020-06-27,2.846471
in,2020-06-27,1.650954
ks,2020-06-27,1.359383
ky,2020-06-27,2.097487
la,2020-06-27,3.04883
ma,2020-06-27,1.557283
md,2020-06-27,2.359655
me,2020-06-27,2.333375
mi,2020-06-27,0.58778
mn,2020-06-27,1.042976
mo,2020-06-27,1.151157
ms,2020-06-27,4.333057
nc,2020-06-27,3.819634
ne,2020-06-27,0.572423
nh,2020-06-27,2.36583
nj,2020-06-27,2.58482
nm,2020-06-27,1.134215
nv,2020-06-27,2.809461
ny,2020-06-27,1.375009
oh,2020-06-27,1.966827
ok,2020-06-27,2.164864
or,2020-06-27,2.317194
pa,2020-06-27,1.549807
ri,2020-06-27,1.823082
sc,2020-06-27,4.998837
sd,2020-06-27,0.436949
tn,2020-06-27,2.839843
tx,2020-06-27,6.766043
ut,2020-06-27,2.326601
va,2020-06-27,3.359529
vt,2020-06-27,0.123094
wa,2020-06-27,1.024924
wi,2020-06-27,1.170241
wv,2020-06-27,0.503103
al,2020-06-28,6.749863
ar,2020-06-28,3.531358
az,2020-06-28,10.865738
ca,2020-06-28,3.443812
co,2020-06-28,0.90185
ct,2020-06-28,0.810818
dc,2020-06-28,1.92016
de,2020-06-28,2.981249
fl,2020-06-28,5.447376
ga,2020-06-28,2.73586
hi,2020-06-28,0.513541
ia,2020-06-28,0.719543
id,2020-06-28,0.659809
il,2020-06-28,2.863319
in,2020-06-28,1.740763
ks,2020-06-28,1.332723
ky,2020-06-28,2.23608
la,2020-06-28,3.088045
ma,2020-06-28,1.674354
md,2020-06-28,2.307401
me,2020-06-28,1.96118
mi,2020-06-28,0.667438
mn,2020-06-28,1.011042
mo,2020-06-28,1.335043
ms,2020-06-28,4.59918
nc,2020-06-28,3.814728
ne,2020-06-28,0.309616
nh,2020-06-28,3.058597
nj,2020-06-28,2.654652
nm,2020-06-28,1.243185
nv,2020-06-28,3.099693
ny,2020-06-28,1.327222
