geo_value,time_value,covid_admissions
pa,2020-02-20,0.113313
ri,2020-02-20,0.096341
sc,2020-02-20,0.063963
tn,2020-02-20,0.177708
tx,2020-02-20,0.019917
ut,2020-02-20,0.093788
va,2020-02-20,0.157385
vt,2020-02-20,0.22723
wa,2020-02-20,0.067098
wi,2020-02-20,0.072486
wv,2020-02-20,0.100122
al,2020-02-21,0.065871
ar,2020-02-21,0.142228
az,2020-02-21,0.064663
ca,2020-02-21,0.045873
co,2020-02-21,0.058203
ct,2020-02-21,0.056486
dc,2020-02-21,0.140097
de,2020-02-21,0.264441
fl,2020-02-21,0.019812
ga,2020-02-21,0.0693
hi,2020-02-21,0.11422
ia,2020-02-21,0.088928
id,2020-02-21,0.213819
il,2020-02-21,0.061298
in,2020-02-21,0.078617
ks,2020-02-21,0.086024
ky,2020-02-21,0.400393
la,2020-02-21,0.068214
ma,2020-02-21,0.083812
md,2020-02-21,0.077432
me,2020-02-21,0.232059
mi,2020-02-21,0.083581
mn,2020-02-21,0.091755
mo,2020-02-21,0.131763
ms,2020-02-21,0.086916
nc,2020-02-21,0.064294
ne,2020-02-21,0.092378
nh,2020-02-21,0.106226
nj,2020-02-21,0.084856
nm,2020-02-21,0.087384
nv,2020-02-21,0.081246
ny,2020-02-21,0.029951
oh,2020-02-21,0.14833
ok,2020-02-21,0.08386
or,2020-02-21,0.089995
pa,2020-02-21,0.101746
ri,2020-02-21,0.096363
sc,2020-02-21,0.060206
tn,2020-02-21,0.169018
tx,2020-02-21,0.019931
ut,2020-02-21,0.094352
va,2020-02-21,0.145446
vt,2020-02-21,0.22778
wa,2020-02-21,0.066786
wi,2020-02-21,0.078108
wv,2020-02-21,0.100111
al,2020-02-22,0.063828
ar,2020-02-22,0.191432
az,2020-02-22,0.06561
ca,2020-02-22,0.043668
co,2020-02-22,0.057118
ct,2020-02-22,0.055181
dc,2020-02-22,0.141584
de,2020-02-22,0.272606
fl,2020-02-22,0.019349
ga,2020-02-22,0.062336
hi,2020-02-22,0.10907
ia,2020-02-22,0.087151
id,2020-02-22,0.210989
il,2020-02-22,0.060028
in,2020-02-22,0.078161
ks,2020-02-22,0.087901
ky,2020-02-22,0.40768
la,2020-02-22,0.07579
ma,2020-02-22,0.080615
md,2020-02-22,0.078754
me,2020-02-22,0.235471
mi,2020-02-22,0.08585
mn,2020-02-22,0.093477
mo,2020-02-22,0.127685
ms,2020-02-22,0.082338
nc,2020-02-22,0.061917
ne,2020-02-22,0.09253
nh,2020-02-22,0.105342
nj,2020-02-22,0.064926
nm,2020-02-22,0.089232
nv,2020-02-22,0.081322
ny,2020-02-22,0.028347
oh,2020-02-22,0.130087
ok,2020-02-22,0.080197
or,2020-02-22,0.089309
pa,2020-02-22,0.09428
ri,2020-02-22,0.09645
sc,2020-02-22,0.05748
tn,2020-02-22,0.158778
tx,2020-02-22,0.019909
ut,2020-02-22,0.094164
va,2020-02-22,0.133269
vt,2020-02-22,0.227683
wa,2020-02-22,0.066906
wi,2020-02-22,0.068634
wv,2020-02-22,0.100233
al,2020-02-23,0.065424
ar,2020-02-23,0.214058
az,2020-02-23,0.06785
ca,2020-02-23,0.06758
co,2020-02-23,0.058289
ct,2020-02-23,0.056166
dc,2020-02-23,0.14448
de,2020-02-23,0.286159
fl,2020-02-23,0.020286
ga,2020-02-23,0.06174
hi,2020-02-23,0.105379
ia,2020-02-23,0.088847
id,2020-02-23,0.205038
il,2020-02-23,0.062271
in,2020-02-23,0.081986
ks,2020-02-23,0.091364
ky,2020-02-23,0.430231
la,2020-02-23,0.071878
ma,2020-02-23,0.080458
md,2020-02-23,0.07377
me,2020-02-23,0.242956
mi,2020-02-23,0.079701
mn,2020-02-23,0.090091
mo,2020-02-23,0.136137
ms,2020-02-23,0.08091
nc,2020-02-23,0.064418
ne,2020-02-23,0.09335
nh,2020-02-23,0.10542
nj,2020-02-23,0.053003
nm,2020-02-23,0.086959
nv,2020-02-23,0.083641
ny,2020-02-23,0.028934
oh,2020-02-23,0.121877
ok,2020-02-23,0.080666
or,2020-02-23,0.089193
pa,2020-02-23,0.074392
ri,2020-02-23,0.09605
sc,2020-02-23,0.057518
tn,2020-02-23,0.12344
tx,2020-02-23,0.029956
ut,2020-02-23,0.09337
va,2020-02-23,0.124647
vt,2020-02-23,0.233862
wa,2020-02-23,0.069354
wi,2020-02-23,0.065258
wv,2020-02-23,0.100468
al,2020-02-24,0.070439
ar,2020-02-24,0.193097
az,2020-02-24,0.071022
ca,2020-02-24,0.067206
co,2020-02-24,0.062904
ct,2020-02-24,0.059606
dc,2020-02-24,0.146646
de,2020-02-24,0.306251
fl,2020-02-24,0.02993
ga,2020-02-24,0.066757
hi,2020-02-24,0.102684
ia,2020-02-24,0.087552
id,2020-02-24,0.197706
il,2020-02-24,0.066347
in,2020-02-24,0.077397
ks,2020-02-24,0.089518
ky,2020-02-24,0.427711
la,2020-02-24,0.072895
ma,2020-02-24,0.082184
md,2020-02-24,0.072188
me,2020-02-24,0.251478
mi,2020-02-24,0.077104
mn,2020-02-24,0.089339
mo,2020-02-24,0.149606
ms,2020-02-24,0.081972
nc,2020-02-24,0.066399
ne,2020-02-24,0.090691
nh,2020-02-24,0.105691
nj,2020-02-24,0.055083
nm,2020-02-24,0.086969
nv,2020-02-24,0.086189
ny,2020-02-24,0.029781
oh,2020-02-24,0.116821
ok,2020-02-24,0.08349
or,2020-02-24,0.091561
pa,2020-02-24,0.066515
ri,2020-02-24,0.09577
sc,2020-02-24,0.060371
tn,2020-02-24,0.104946
tx,2020-02-24,0.03138
ut,2020-02-24,0.093052
va,2020-02-24,0.116798
vt,2020-02-24,0.242393
wa,2020-02-24,0.074223
wi,2020-02-24,0.065316
wv,2020-02-24,0.100368
al,2020-02-25,0.074327
ar,2020-02-25,0.171827
az,2020-02-25,0.068674
ca,2020-02-25,0.061267
co,2020-02-25,0.066323
ct,2020-02-25,0.061451
dc,2020-02-25,0.145618
de,2020-02-25,0.325511
fl,2020-02-25,0.028179
ga,2020-02-25,0.06329
hi,2020-02-25,0.099544
ia,2020-02-25,0.087206
id,2020-02-25,0.187295
il,2020-02-25,0.065683
in,2020-02-25,0.079108
ks,2020-02-25,0.086907
ky,2020-02-25,0.437739
la,2020-02-25,0.069863
ma,2020-02-25,0.084083
md,2020-02-25,0.071323
me,2020-02-25,0.251316
mi,2020-02-25,0.075126
mn,2020-02-25,0.088543
mo,2020-02-25,0.139137
ms,2020-02-25,0.082966
nc,2020-02-25,0.064226
ne,2020-02-25,0.090234
nh,2020-02-25,0.104971
nj,2020-02-25,0.065244
nm,2020-02-25,0.087928
nv,2020-02-25,0.089003
ny,2020-02-25,0.027658
oh,2020-02-25,0.100093
ok,2020-02-25,0.083431
or,2020-02-25,0.093914
pa,2020-02-25,0.065621
ri,2020-02-25,0.095799
sc,2020-02-25,0.066648
tn,2020-02-25,0.096869
tx,2020-02-25,0.024621
ut,2020-02-25,0.09217
va,2020-02-25,0.144612
vt,2020-02-25,0.248579
wa,2020-02-25,0.077869
wi,2020-02-25,0.069644
wv,2020-02-25,0.151582
al,2020-02-26,0.075863
ar,2020-02-26,0.195695
az,2020-02-26,0.067946
ca,2020-02-26,0.057978
co,2020-02-26,0.066783
ct,2020-02-26,0.063217
dc,2020-02-26,0.145272
de,2020-02-26,0.343538
fl,2020-02-26,0.026807
ga,2020-02-26,0.063315
hi,2020-02-26,0.097396
ia,2020-02-26,0.086862
id,2020-02-26,0.179096
il,2020-02-26,0.064888
in,2020-02-26,0.077441
ks,2020-02-26,0.085951
ky,2020-02-26,0.449434
la,2020-02-26,0.065098
ma,2020-02-26,0.085067
md,2020-02-26,0.075637
me,2020-02-26,0.248034
mi,2020-02-26,0.07813
mn,2020-02-26,0.087066
mo,2020-02-26,0.16416
ms,2020-02-26,0.083223
nc,2020-02-26,0.064746
ne,2020-02-26,0.088804
nh,2020-02-26,0.104588
nj,2020-02-26,0.085658
nm,2020-02-26,0.08936
nv,2020-02-26,0.089877
ny,2020-02-26,0.026976
oh,2020-02-26,0.087758
ok,2020-02-26,0.087052
or,2020-02-26,0.091517
pa,2020-02-26,0.067491
ri,2020-02-26,0.092628
sc,2020-02-26,0.063385
tn,2020-02-26,0.092375
tx,2020-02-26,0.023864
ut,2020-02-26,0.092088
va,2020-02-26,0.129155
vt,2020-02-26,0.254878
wa,2020-02-26,0.07854
wi,2020-02-26,0.062579
wv,2020-02-26,0.195798
al,2020-02-27,0.077564
ar,2020-02-27,0.211001
az,2020-02-27,0.067519
ca,2020-02-27,0.055123
co,2020-02-27,0.067406
ct,2020-02-27,0.067289
dc,2020-02-27,0.144666
de,2020-02-27,0.350729
fl,2020-02-27,0.025691
ga,2020-02-27,0.063953
hi,2020-02-27,0.097203
ia,2020-02-27,0.086261
id,2020-02-27,0.17605
il,2020-02-27,0.065953
in,2020-02-27,0.078093
ks,2020-02-27,0.0882
ky,2020-02-27,0.497936
la,2020-02-27,0.062448
ma,2020-02-27,0.086449
md,2020-02-27,0.072505
me,2020-02-27,0.242761
mi,2020-02-27,0.0827
mn,2020-02-27,0.089119
mo,2020-02-27,0.153298
ms,2020-02-27,0.084007
nc,2020-02-27,0.067115
ne,2020-02-27,0.088625
nh,2020-02-27,0.10459
nj,2020-02-27,0.106303
nm,2020-02-27,0.090879
nv,2020-02-27,0.089443
ny,2020-02-27,0.039869
oh,2020-02-27,0.076086
ok,2020-02-27,0.08179
or,2020-02-27,0.09066
pa,2020-02-27,0.072397
ri,2020-02-27,0.091175
sc,2020-02-27,0.063447
tn,2020-02-27,0.088494
tx,2020-02-27,0.023365
ut,2020-02-27,0.092825
va,2020-02-27,0.117422
vt,2020-02-27,0.260789
wa,2020-02-27,0.079794
wi,2020-02-27,0.058844
wv,2020-02-27,0.284667
al,2020-02-28,0.08089
ar,2020-02-28,0.230483
az,2020-02-28,0.067755
ca,2020-02-28,0.05196
co,2020-02-28,0.067282
ct,2020-02-28,0.07235
dc,2020-02-28,0.142668
de,2020-02-28,0.352096
fl,2020-02-28,0.024383
ga,2020-02-28,0.064671
hi,2020-02-28,0.098749
ia,2020-02-28,0.08746
id,2020-02-28,0.173972
il,2020-02-28,0.068301
in,2020-02-28,0.079387
ks,2020-02-28,0.087839
ky,2020-02-28,0.522039
la,2020-02-28,0.060789
ma,2020-02-28,0.089955
md,2020-02-28,0.070963
me,2020-02-28,0.235947
mi,2020-02-28,0.077946
mn,2020-02-28,0.089589
mo,2020-02-28,0.138376
ms,2020-02-28,0.08593
nc,2020-02-28,0.069101
ne,2020-02-28,0.088967
nh,2020-02-28,0.105007
nj,2020-02-28,0.127075
nm,2020-02-28,0.092637
nv,2020-02-28,0.087627
ny,2020-02-28,0.052862
oh,2020-02-28,0.067184
ok,2020-02-28,0.081266
or,2020-02-28,0.091065
pa,2020-02-28,0.076562
ri,2020-02-28,0.091086
sc,2020-02-28,0.06462
tn,2020-02-28,0.086992
tx,2020-02-28,0.022872
ut,2020-02-28,0.093097
va,2020-02-28,0.109022
vt,2020-02-28,0.268881
wa,2020-02-28,0.081745
wi,2020-02-28,0.064256
wv,2020-02-28,0.365303
al,2020-02-29,0.085109
ar,2020-02-29,0.20394
az,2020-02-29,0.066664
ca,2020-02-29,0.074632
co,2020-02-29,0.066489
ct,2020-02-29,0.077748
dc,2020-02-29,0.139905
de,2020-02-29,0.338292
fl,2020-02-29,0.022947
ga,2020-02-29,0.064241
hi,2020-02-29,0.100107
ia,2020-02-29,0.085836
id,2020-02-29,0.175133
il,2020-02-29,0.068417
in,2020-02-29,0.078846
ks,2020-02-29,0.085294
ky,2020-02-29,0.48019
la,2020-02-29,0.058891
ma,2020-02-29,0.092411
md,2020-02-29,0.076098
me,2020-02-29,0.227488
mi,2020-02-29,0.082078
mn,2020-02-29,0.090169
mo,2020-02-29,0.124395
ms,2020-02-29,0.087954
nc,2020-02-29,0.103964
ne,2020-02-29,0.087874
nh,2020-02-29,0.105921
nj,2020-02-29,0.143702
nm,2020-02-29,0.093373
nv,2020-02-29,0.084846
ny,2020-02-29,0.049227
oh,2020-02-29,0.059026
ok,2020-02-29,0.081404
or,2020-02-29,0.091507
pa,2020-02-29,0.079938
ri,2020-02-29,0.09185
sc,2020-02-29,0.065231
tn,2020-02-29,0.090121
tx,2020-02-29,0.022458
ut,2020-02-29,0.092287
va,2020-02-29,0.100661
vt,2020-02-29,0.273498
wa,2020-02-29,0.081021
wi,2020-02-29,0.069174
wv,2020-02-29,0.436061
al,2020-03-01,0.087146
ar,2020-03-01,0.180675
az,2020-03-01,0.06786
ca,2020-03-01,0.072136
co,2020-03-01,0.066317
ct,2020-03-01,0.08539
dc,2020-03-01,0.139383
de,2020-03-01,0.320891
fl,2020-03-01,0.022962
ga,2020-03-01,0.066447
hi,2020-03-01,0.102335
ia,2020-03-01,0.085842
id,2020-03-01,0.179041
il,2020-03-01,0.073135
in,2020-03-01,0.078158
ks,2020-03-01,0.083946
ky,2020-03-01,0.389605
la,2020-03-01,0.088436
ma,2020-03-01,0.094915
md,2020-03-01,0.074701
me,2020-03-01,0.221589
mi,2020-03-01,0.078549
mn,2020-03-01,0.092396
mo,2020-03-01,0.11327
ms,2020-03-01,0.089357
nc,2020-03-01,0.107611
ne,2020-03-01,0.090087
nh,2020-03-01,0.107652
nj,2020-03-01,0.132438
nm,2020-03-01,0.095029
nv,2020-03-01,0.082903
ny,2020-03-01,0.048625
oh,2020-03-01,0.061752
ok,2020-03-01,0.082618
or,2020-03-01,0.091392
pa,2020-03-01,0.068205
ri,2020-03-01,0.094089
sc,2020-03-01,0.065938
tn,2020-03-01,0.075216
tx,2020-03-01,0.022986
ut,2020-03-01,0.093508
va,2020-03-01,0.076121
vt,2020-03-01,0.278319
wa,2020-03-01,0.080758
wi,2020-03-01,0.063013
wv,2020-03-01,0.496092
al,2020-03-02,0.08642
ar,2020-03-02,0.153192
az,2020-03-02,0.049377
ca,2020-03-02,0.065839
co,2020-03-02,0.06452
ct,2020-03-02,0.08883
dc,2020-03-02,0.139401
de,2020-03-02,0.299765
fl,2020-03-02,0.018241
ga,2020-03-02,0.064962
hi,2020-03-02,0.10285
ia,2020-03-02,0.088358
id,2020-03-02,0.183018
il,2020-03-02,0.069377
in,2020-03-02,0.076728
ks,2020-03-02,0.077622
ky,2020-03-02,0.30324
la,2020-03-02,0.161903
ma,2020-03-02,0.085052
md,2020-03-02,0.078131
me,2020-03-02,0.212704
mi,2020-03-02,0.075414
mn,2020-03-02,0.094236
mo,2020-03-02,0.0948
ms,2020-03-02,0.091627
nc,2020-03-02,0.097339
ne,2020-03-02,0.091481
nh,2020-03-02,0.108112
nj,2020-03-02,0.272837
nm,2020-03-02,0.095106
nv,2020-03-02,0.080885
ny,2020-03-02,0.044555
oh,2020-03-02,0.030026
ok,2020-03-02,0.0825
or,2020-03-02,0.092035
pa,2020-03-02,0.070047
ri,2020-03-02,0.096974
sc,2020-03-02,0.065909
tn,2020-03-02,0.191034
tx,2020-03-02,0.031538
ut,2020-03-02,0.09434
va,2020-03-02,0.06464
vt,2020-03-02,0.273845
wa,2020-03-02,0.116325
wi,2020-03-02,0.063922
wv,2020-03-02,0.527492
al,2020-03-03,0.08108
ar,2020-03-03,0.132658
az,2020-03-03,0.048205
ca,2020-03-03,0.133677
co,2020-03-03,0.069671
ct,2020-03-03,0.084878
dc,2020-03-03,0.137643
de,2020-03-03,0.274062
fl,2020-03-03,0.01658
ga,2020-03-03,0.058722
hi,2020-03-03,0.101488
ia,2020-03-03,0.08812
id,2020-03-03,0.188162
il,2020-03-03,0.063828
in,2020-03-03,0.073301
ks,2020-03-03,0.066753
ky,2020-03-03,0.21902
la,2020-03-03,0.157355
ma,2020-03-03,0.071089
md,2020-03-03,0.077736
me,2020-03-03,0.1986
mi,2020-03-03,0.076087
mn,2020-03-03,0.094136
mo,2020-03-03,0.079067
ms,2020-03-03,0.091121
nc,2020-03-03,0.083753
ne,2020-03-03,0.091291
nh,2020-03-03,0.107131
nj,2020-03-03,0.255066
nm,2020-03-03,0.096078
nv,2020-03-03,0.07898
ny,2020-03-03,0.05284
oh,2020-03-03,0.030297
ok,2020-03-03,0.086358
or,2020-03-03,0.139293
pa,2020-03-03,0.069371
ri,2020-03-03,0.09839
sc,2020-03-03,0.072123
tn,2020-03-03,0.168354
tx,2020-03-03,0.027669
ut,2020-03-03,0.093774
va,2020-03-03,0.063324
vt,2020-03-03,0.258726
wa,2020-03-03,0.13894
wi,2020-03-03,0.066741
wv,2020-03-03,0.49751
al,2020-03-04,0.074273
ar,2020-03-04,0.114088
az,2020-03-04,0.048208
ca,2020-03-04,0.117591
co,2020-03-04,0.074516
ct,2020-03-04,0.077541
dc,2020-03-04,0.1363
de,2020-03-04,0.250433
fl,2020-03-04,0.015847
ga,2020-03-04,0.055112
hi,2020-03-04,0.099998
ia,2020-03-04,0.090464
id,2020-03-04,0.192907
il,2020-03-04,0.059895
in,2020-03-04,0.069858
ks,2020-03-04,0.055588
ky,2020-03-04,0.144001
la,2020-03-04,0.151118
ma,2020-03-04,0.057418
md,2020-03-04,0.078869
me,2020-03-04,0.186979
mi,2020-03-04,0.075496
mn,2020-03-04,0.092614
mo,2020-03-04,0.070683
ms,2020-03-04,0.093181
nc,2020-03-04,0.071844
ne,2020-03-04,0.089679
nh,2020-03-04,0.104419
nj,2020-03-04,0.233284
nm,2020-03-04,0.096403
nv,2020-03-04,0.077737
ny,2020-03-04,0.058314
oh,2020-03-04,0.030663
ok,2020-03-04,0.086678
or,2020-03-04,0.184372
pa,2020-03-04,0.069144
ri,2020-03-04,0.099298
sc,2020-03-04,0.078547
tn,2020-03-04,0.149494
tx,2020-03-04,0.025358
ut,2020-03-04,0.092455
va,2020-03-04,0.06285
vt,2020-03-04,0.24402
wa,2020-03-04,0.124915
wi,2020-03-04,0.068807
wv,2020-03-04,0.458119
al,2020-03-05,0.069447
ar,2020-03-05,0.099312
az,2020-03-05,0.048186
ca,2020-03-05,0.101788
co,2020-03-05,0.080212
ct,2020-03-05,0.068554
dc,2020-03-05,0.134174
de,2020-03-05,0.231275
fl,2020-03-05,0.02322
ga,2020-03-05,0.076964
hi,2020-03-05,0.097976
ia,2020-03-05,0.0925
id,2020-03-05,0.196629
il,2020-03-05,0.056067
in,2020-03-05,0.067266
ks,2020-03-05,0.056439
ky,2020-03-05,0.095997
la,2020-03-05,0.140033
ma,2020-03-05,0.057405
md,2020-03-05,0.078713
me,2020-03-05,0.177448
mi,2020-03-05,0.076659
mn,2020-03-05,0.088785
mo,2020-03-05,0.068025
ms,2020-03-05,0.092044
nc,2020-03-05,0.062324
ne,2020-03-05,0.090578
nh,2020-03-05,0.10078
nj,2020-03-05,0.212757
nm,2020-03-05,0.095804
nv,2020-03-05,0.07678
ny,2020-03-05,0.049004
oh,2020-03-05,0.042059
ok,2020-03-05,0.086088
or,2020-03-05,0.224658
pa,2020-03-05,0.066714
ri,2020-03-05,0.098595
sc,2020-03-05,0.084992
tn,2020-03-05,0.131408
tx,2020-03-05,0.022978
ut,2020-03-05,0.090992
va,2020-03-05,0.062739
vt,2020-03-05,0.229273
wa,2020-03-05,0.111021
wi,2020-03-05,0.070061
wv,2020-03-05,0.416528
al,2020-03-06,0.065878
ar,2020-03-06,0.133374
az,2020-03-06,0.049479
ca,2020-03-06,0.087729
co,2020-03-06,0.08547
ct,2020-03-06,0.073121
dc,2020-03-06,0.129986
de,2020-03-06,0.21906
fl,2020-03-06,0.021759
ga,2020-03-06,0.120663
hi,2020-03-06,0.09579
ia,2020-03-06,0.093973
id,2020-03-06,0.19545
il,2020-03-06,0.053228
in,2020-03-06,0.065127
ks,2020-03-06,0.058982
ky,2020-03-06,0.109239
la,2020-03-06,0.128416
ma,2020-03-06,0.058063
md,2020-03-06,0.077323
me,2020-03-06,0.169186
mi,2020-03-06,0.077539
mn,2020-03-06,0.085709
mo,2020-03-06,0.065501
ms,2020-03-06,0.087441
nc,2020-03-06,0.054536
ne,2020-03-06,0.091524
nh,2020-03-06,0.099747
nj,2020-03-06,0.21291
nm,2020-03-06,0.094683
nv,2020-03-06,0.080978
ny,2020-03-06,0.041154
oh,2020-03-06,0.041862
ok,2020-03-06,0.085115
or,2020-03-06,0.254127
pa,2020-03-06,0.065412
ri,2020-03-06,0.097023
sc,2020-03-06,0.090649
tn,2020-03-06,0.118465
tx,2020-03-06,0.020798
ut,2020-03-06,0.089673
va,2020-03-06,0.062255
vt,2020-03-06,0.2158
wa,2020-03-06,0.097559
wi,2020-03-06,0.072119
wv,2020-03-06,0.432253
al,2020-03-07,0.063094
ar,2020-03-07,0.206924
az,2020-03-07,0.050756
ca,2020-03-07,0.097846
co,2020-03-07,0.091773
ct,2020-03-07,0.06455
dc,2020-03-07,0.123883
de,2020-03-07,0.211101
fl,2020-03-07,0.028781
ga,2020-03-07,0.158387
hi,2020-03-07,0.092987
ia,2020-03-07,0.095538
id,2020-03-07,0.191396
il,2020-03-07,0.051902
in,2020-03-07,0.063879
ks,2020-03-07,0.062084
ky,2020-03-07,0.115624
la,2020-03-07,0.117894
ma,2020-03-07,0.059557
md,2020-03-07,0.076744
me,2020-03-07,0.16331
mi,2020-03-07,0.078468
mn,2020-03-07,0.083948
mo,2020-03-07,0.063919
ms,2020-03-07,0.084149
nc,2020-03-07,0.049153
ne,2020-03-07,0.093087
nh,2020-03-07,0.097789
nj,2020-03-07,0.235524
nm,2020-03-07,0.094211
nv,2020-03-07,0.080125
ny,2020-03-07,0.05824
oh,2020-03-07,0.042101
ok,2020-03-07,0.083785
or,2020-03-07,0.382756
pa,2020-03-07,0.094811
ri,2020-03-07,0.096666
sc,2020-03-07,0.076459
tn,2020-03-07,0.104543
tx,2020-03-07,0.019047
ut,2020-03-07,0.090968
va,2020-03-07,0.062325
vt,2020-03-07,0.202039
wa,2020-03-07,0.086119
wi,2020-03-07,0.073033
wv,2020-03-07,0.436139
wy,2020-03-07,0.463627
al,2020-03-08,0.062738
ar,2020-03-08,0.274015
az,2020-03-08,0.053234
ca,2020-03-08,0.08853
co,2020-03-08,0.080337
ct,2020-03-08,0.095534
dc,2020-03-08,0.118788
de,2020-03-08,0.208179
fl,2020-03-08,0.044278
ga,2020-03-08,0.172949
hi,2020-03-08,0.09193
ia,2020-03-08,0.090933
id,2020-03-08,0.185036
il,2020-03-08,0.053984
in,2020-03-08,0.065723
ks,2020-03-08,0.060948
ky,2020-03-08,0.130234
la,2020-03-08,0.112231
ma,2020-03-08,0.062806
md,2020-03-08,0.077604
me,2020-03-08,0.161056
mi,2020-03-08,0.08085
mn,2020-03-08,0.084006
mo,2020-03-08,0.06709
ms,2020-03-08,0.086903
nc,2020-03-08,0.047956
ne,2020-03-08,0.090004
nh,2020-03-08,0.094994
nj,2020-03-08,0.26766
nm,2020-03-08,0.094919
nv,2020-03-08,0.081148
ny,2020-03-08,0.065773
oh,2020-03-08,0.043905
ok,2020-03-08,0.08556
or,2020-03-08,0.475794
pa,2020-03-08,0.096335
ri,2020-03-08,0.097264
sc,2020-03-08,0.070177
sd,2020-03-08,0.487336
tn,2020-03-08,0.139824
tx,2020-03-08,0.018521
ut,2020-03-08,0.092454
va,2020-03-08,0.066835
vt,2020-03-08,0.192474
wa,2020-03-08,0.078321
wi,2020-03-08,0.07799
wv,2020-03-08,0.4467
wy,2020-03-08,0.44283
al,2020-03-09,0.065468
ar,2020-03-09,0.341618
az,2020-03-09,0.058157
ca,2020-03-09,0.082221
co,2020-03-09,0.076255
ct,2020-03-09,0.157342
dc,2020-03-09,0.11409
de,2020-03-09,0.20767
fl,2020-03-09,0.052191
ga,2020-03-09,0.165571
hi,2020-03-09,0.092142
ia,2020-03-09,0.089535
id,2020-03-09,0.17895
il,2020-03-09,0.056818
in,2020-03-09,0.070435
ks,2020-03-09,0.06541
ky,2020-03-09,0.108252
la,2020-03-09,0.08906
ma,2020-03-09,0.068083
md,2020-03-09,0.080991
me,2020-03-09,0.15966
mi,2020-03-09,0.07695
mn,2020-03-09,0.080988
mo,2020-03-09,0.07264
ms,2020-03-09,0.124924
nc,2020-03-09,0.048703
ne,2020-03-09,0.089267
nh,2020-03-09,0.092823
nj,2020-03-09,0.307784
nm,2020-03-09,0.090248
nv,2020-03-09,0.083053
ny,2020-03-09,0.087849
oh,2020-03-09,0.047372
ok,2020-03-09,0.080162
or,2020-03-09,0.557676
pa,2020-03-09,0.09635
ri,2020-03-09,0.095678
sc,2020-03-09,0.103912
sd,2020-03-09,0.455213
tn,2020-03-09,0.147017
tx,2020-03-09,0.018812
ut,2020-03-09,0.090791
va,2020-03-09,0.073326
vt,2020-03-09,0.1846
wa,2020-03-09,0.074073
wi,2020-03-09,0.08306
wv,2020-03-09,0.445018
wy,2020-03-09,0.43573
al,2020-03-10,0.064952
ar,2020-03-10,0.38581
az,2020-03-10,0.058898
ca,2020-03-10,0.070766
co,2020-03-10,0.079309
ct,2020-03-10,0.169278
dc,2020-03-10,0.107855
de,2020-03-10,0.207673
fl,2020-03-10,0.053643
ga,2020-03-10,0.134777
hi,2020-03-10,0.09284
ia,2020-03-10,0.08844
id,2020-03-10,0.170956
il,2020-03-10,0.053927
in,2020-03-10,0.07174
ks,2020-03-10,0.069105
ky,2020-03-10,0.092294
la,2020-03-10,0.081877
ma,2020-03-10,0.073301
md,2020-03-10,0.08054
me,2020-03-10,0.159022
mi,2020-03-10,0.081627
mn,2020-03-10,0.079145
mo,2020-03-10,0.09753
ms,2020-03-10,0.156124
nc,2020-03-10,0.045692
ne,2020-03-10,0.088355
nh,2020-03-10,0.090094
nj,2020-03-10,0.316427
nm,2020-03-10,0.086539
nv,2020-03-10,0.085763
ny,2020-03-10,0.110745
oh,2020-03-10,0.045285
ok,2020-03-10,0.083448
or,2020-03-10,0.628867
pa,2020-03-10,0.088294
ri,2020-03-10,0.094308
sc,2020-03-10,0.142819
sd,2020-03-10,0.437375
tn,2020-03-10,0.128513
tx,2020-03-10,0.015046
ut,2020-03-10,0.089286
va,2020-03-10,0.073859
vt,2020-03-10,0.177935
wa,2020-03-10,0.068785
wi,2020-03-10,0.081421
wv,2020-03-10,0.449212
wy,2020-03-10,0.43527
al,2020-03-11,0.061295
ar,2020-03-11,0.407233
az,2020-03-11,0.060995
ca,2020-03-11,0.140154
co,2020-03-11,0.08283
ct,2020-03-11,0.16761
dc,2020-03-11,0.102587
de,2020-03-11,0.208348
fl,2020-03-11,0.055589
ga,2020-03-11,0.108642
hi,2020-03-11,0.094521
ia,2020-03-11,0.087609
id,2020-03-11,0.162562
il,2020-03-11,0.052392
in,2020-03-11,0.068624
ks,2020-03-11,0.075832
ky,2020-03-11,0.080327
la,2020-03-11,0.080374
ma,2020-03-11,0.076616
md,2020-03-11,0.075795
me,2020-03-11,0.161528
mi,2020-03-11,0.080603
mn,2020-03-11,0.08259
mo,2020-03-11,0.127082
ms,2020-03-11,0.146888
nc,2020-03-11,0.044437
ne,2020-03-11,0.087037
nh,2020-03-11,0.087867
nj,2020-03-11,0.37505
nm,2020-03-11,0.085185
nv,2020-03-11,0.086816
ny,2020-03-11,0.129708
oh,2020-03-11,0.044396
ok,2020-03-11,0.080676
or,2020-03-11,0.689399
pa,2020-03-11,0.081956
ri,2020-03-11,0.092753
sc,2020-03-11,0.140618
sd,2020-03-11,0.41389
tn,2020-03-11,0.11614
tx,2020-03-11,0.022312
ut,2020-03-11,0.089043
va,2020-03-11,0.073861
vt,2020-03-11,0.173211
wa,2020-03-11,0.063027
wi,2020-03-11,0.081635
wv,2020-03-11,0.451827
wy,2020-03-11,0.446353
al,2020-03-12,0.058582
ar,2020-03-12,0.427963
az,2020-03-12,0.061996
ca,2020-03-12,0.149824
co,2020-03-12,0.084434
ct,2020-03-12,0.137932
dc,2020-03-12,0.098045
de,2020-03-12,0.209863
