geo_value,time_value,percent_covid_tests_positive_smoothed,covid_admissions,raw_search,percent_covid_visits,fb_illness,new_cases,full_time_work_prop,percent_home
nh,2020-09-09,1.11111111,0.15318800000000002,0.0,0.030095999999999998,0.22225679999999998,0,6.166900769143199,26.872976778141002
nj,2020-09-09,6.50252525,1.492992,13.68748991,0.393183,0.311685,327,5.4774740000171,30.330266918796
nm,2020-09-09,4.16670785,2.321555,0.0,0.06589600000000001,0.3340808,87,5.406140022287,30.512403766918002
nv,2020-09-09,4.27968656,3.3605949999999996,15.29894243,0.277884,0.4924262,154,4.991593816151401,32.854424183628005
ny,2020-09-09,1.93251534,0.55655,8.09371543,0.292928,0.5159023,576,6.3028547686862,32.61142227725
oh,2020-09-09,6.29370629,1.908189,16.04771057,0.165044,0.693508,973,7.200144853780601,26.538676917874998
ok,2020-09-09,12.12212951,5.767282,15.25536409,0.45546099999999995,1.0584542,876,7.401568443710099,22.444340761776
or,2020-09-09,2.04342273,1.369108,0.0,0.107636,0.4084192,115,5.6191250125855,34.341867506456005
pa,2020-09-09,5.14553015,0.747993,9.58305861,0.083774,0.40053340000000004,873,6.776528990697099,30.283229482543
ri,2020-09-09,2.85306705,0.182166,0.0,0.11390399999999999,0.9472663,84,6.4893482864281,30.848743387429998
sc,2020-09-09,7.8071962,5.277764,0.0,0.244658,0.6791206999999999,305,6.744632098205,25.492185177891002
sd,2020-09-09,2.37159641,0.26933,0.0,1.0766959999999999,1.4632334999999999,169,8.9063918552211,23.391178600043
tn,2020-09-09,14.22303473,3.324339,22.45735081,0.435982,0.8689610999999999,852,7.0758258211931,25.054115240272
tx,2020-09-09,8.67282384,6.304898000000001,9.02228626,0.46615,0.8117696999999999,5119,6.4182368136411,27.177942202576
ut,2020-09-09,4.32692308,3.996085,31.04735534,0.323801,0.658499,314,7.176023441894501,26.296275604589
va,2020-09-09,7.47834017,3.042427,18.70894003,0.218403,0.7763691,882,5.9315121639276,30.211151625746997
vt,2020-09-09,0.55555556,0.119373,0.0,0.041960000000000004,0.6337656,2,6.544776040443,28.359546920160998
wa,2020-09-09,6.58193373,1.317723,0.0,0.131965,0.5034012999999999,464,5.5636133733229,34.73148119977
wi,2020-09-09,2.98850575,3.030612,24.86839972,0.279549,0.5094188000000001,857,6.667912963112001,26.919705715325996
wv,2020-09-09,5.02512563,2.478627,0.0,0.147085,0.8899357,152,6.5433991204899,25.668249335562
wy,2020-09-09,2.76684651,0.327606,0.0,0.2204,0.9827514,47,7.3984656960925,24.247008775123998
al,2020-09-10,12.52784036,4.787175,0.0,0.319209,1.2130415,1077,6.7229907453787,22.647615351647
ar,2020-09-10,8.47280335,5.68518,58.948136700000006,0.34633400000000003,0.8917366,398,7.7456012927145,21.909774332767
az,2020-09-10,3.77243687,2.058801,6.89185974,0.25396399999999997,0.6316195,461,5.938258327261,33.301054910496994
ca,2020-09-10,3.62256174,2.543254,5.78310512,0.243644,0.5336066999999999,3671,5.5414698838008,34.197644425187995
co,2020-09-10,4.56238361,0.9404469999999999,15.00403023,0.079759,0.8127649,264,5.599720783799401,28.051445067320003
ct,2020-09-10,2.80101148,0.7168760000000001,0.0,0.099406,0.28918459999999996,222,5.4861364525107,27.490412762042997
de,2020-09-10,4.20168067,5.823561,0.0,0.161571,0.513575,158,4.789493836419999,30.381425972457
fl,2020-09-10,7.357712400000001,4.325943,8.08824049,0.245977,0.7181847,2472,5.2130716878008,28.240386239898996
ga,2020-09-10,9.78249218,6.2991,11.77974253,0.40175900000000003,0.8526311,1823,6.252297316989799,27.599175951051002
ia,2020-09-10,3.58727811,4.341453,16.60009943,0.142512,1.2620368,863,8.7130458622482,22.091208715679002
id,2020-09-10,11.03752759,3.4946910000000004,32.30122964,0.254653,0.9518556999999999,317,6.993848105172,25.990449216899
il,2020-09-10,8.43917584,3.733343,14.44584357,0.997448,0.8039307,1953,5.7972228814378,28.89345157393
in,2020-09-10,6.7280046,2.142219,15.95379622,0.335954,0.8409454,758,6.6797574033687,24.206935789446998
ks,2020-09-10,11.50667514,4.163526999999999,0.0,0.236804,0.9320833000000001,378,7.364161659445199,23.447058387426996
ky,2020-09-10,6.90980602,2.448019,36.45921504,0.176136,0.5318273,795,5.9844649499434,24.598030520970003
la,2020-09-10,11.625,2.717772,25.59868241,0.310716,0.7891857,464,7.0622303237154,23.237663027317
ma,2020-09-10,1.94785276,0.9844629999999999,11.91966061,0.091654,0.303754,403,5.3651303263627,31.83780070485
md,2020-09-10,6.84039088,3.075801,20.24610658,0.317511,0.4058682,503,4.7705199074622,34.429016841750006
mi,2020-09-10,7.65509391,2.406192,0.0,0.147328,0.5267251000000001,970,5.6973277498444,27.080113993528
mn,2020-09-10,4.21052632,1.79981,0.0,0.288042,0.6641560999999999,381,5.6821077796387005,27.274868976732
mo,2020-09-10,7.66315789,4.389425,24.92394614,0.408509,0.9566005999999999,1234,7.2361909241602005,24.123695370784
ms,2020-09-10,8.54741272,3.227872,0.0,0.341174,1.1804756,517,7.196403960264301,20.403167703189997
nc,2020-09-10,6.3583815,4.065321,12.084468300000001,0.260667,0.7747182,1690,6.270623556056501,30.369834609961
ne,2020-09-10,1.67320905,2.022775,0.0,0.21078400000000003,1.2284334,456,8.518986107438101,21.749921891814
nh,2020-09-10,0.87412587,0.1265,0.0,0.026168,0.14021199999999998,79,6.4423119757667,27.154988370717998
nj,2020-09-10,6.67078443,1.29796,8.80441582,0.425462,0.29230059999999997,420,5.833277006914099,30.390966723028008
nm,2020-09-10,5.47949657,1.820073,25.69473613,0.068194,0.24450570000000002,161,5.5286732453849,30.534576574222
nv,2020-09-10,4.86944248,3.22666,0.0,0.254393,0.7525929,288,5.046805907345901,32.717523585365
ny,2020-09-10,1.98019802,0.613051,6.79494548,0.271444,0.4677504,757,6.4818446282046995,32.251471828246004
oh,2020-09-10,6.308324,1.7740099999999999,11.84021855,0.14904,0.7258916,1121,6.867687830313901,26.146011841560004
ok,2020-09-10,11.9484491,5.4638480000000005,45.13771484,0.42016499999999996,1.0155962,771,6.8878839869026,21.547237160357994
or,2020-09-10,1.8651363,1.243886,0.0,0.087062,0.504483,183,5.003947969320801,33.661123161229
pa,2020-09-10,5.01681614,0.808463,7.33191469,0.09086799999999999,0.3897569,667,6.1638688509702995,29.232062523043002
ri,2020-09-10,3.02066773,0.210213,40.59100503,0.100408,0.9585152,106,5.597506610507001,29.264634452596
sc,2020-09-10,7.53618628,4.966829,10.72411672,0.224307,0.7262848000000001,379,6.4649593462102,27.202181325044002
sd,2020-09-10,2.82264731,0.330256,67.67731456,0.918486,1.3095233999999998,260,8.038782112340401,21.803340080233998
tn,2020-09-10,13.15974666,3.233715,22.36700588,0.36478299999999997,0.8803884,1631,6.5216234927792,24.128943340007996
tx,2020-09-10,8.5185481,5.967372,6.57926917,0.430065,0.8278769,1732,5.8351728414608,26.602964539622004
ut,2020-09-10,3.25732899,3.96409,0.0,0.330034,0.6671783,346,6.611100776375,25.802519390074004
va,2020-09-10,6.90746111,2.72572,9.24718723,0.194139,0.6953326,1236,5.719648862013201,32.369840082771
vt,2020-09-10,0.62893082,0.122804,0.0,0.027573,0.639624,5,6.4589901605087015,28.517074273785
wa,2020-09-10,6.51361452,1.2669110000000001,24.21965023,0.119548,0.5054234999999999,458,4.9688329172927,34.612021123973996
wi,2020-09-10,3.65482234,2.7222779999999998,25.030627600000003,0.303906,0.44126190000000004,1547,6.6807894469988,27.208493558123
wv,2020-09-10,5.06822612,2.200757,0.0,0.11049400000000001,0.7158015,202,6.5659966525121005,25.914997502879
wy,2020-09-10,3.30583852,0.319306,0.0,0.203827,0.8986002000000001,47,6.752628796151,24.804998916123004
al,2020-09-11,12.00789962,4.8702309999999995,23.21519428,0.317749,1.1102273999999999,969,6.322199729225401,19.664522482874
ar,2020-09-11,8.07429871,5.455566,0.0,0.313944,0.8289703000000002,1107,6.927353321299901,20.693840444420005
az,2020-09-11,3.82479951,1.877587,36.03728822,0.25631,0.5261207,521,5.218473744610801,30.1588071667
ca,2020-09-11,3.49825087,2.3814740000000003,6.02564211,0.23094,0.5125238,3944,5.3870777378676,32.077848547896004
co,2020-09-11,4.55005056,0.793722,23.6239134,0.08352899999999999,0.914906,307,5.078561708153599,26.672290242658995
ct,2020-09-11,2.79432916,0.999733,0.0,0.096086,0.3770182,233,5.659672708686,26.206079147325
dc,2020-09-11,3.84615385,1.78898,0.0,0.21320799999999998,0.0,81,4.6542868745493,33.911686606209
de,2020-09-11,4.42477876,5.728286,0.0,0.152109,0.4925326,93,4.7411793864645,28.708666411415003
fl,2020-09-11,7.512589299999999,4.144086,10.18398538,0.22386199999999998,0.6770271999999999,3650,5.5364518086370005,26.462473725972004
ga,2020-09-11,8.85491951,6.2157290000000005,11.88555323,0.366255,0.7915691999999999,1658,5.7770806148788,23.812467928896
ia,2020-09-11,3.32603939,3.8526160000000003,17.07897705,0.136682,1.2027982,941,7.0899132213705,19.32511025609
id,2020-09-11,7.48898678,3.957339,0.0,0.232526,0.8141062,333,5.732484443277299,24.931751765026
il,2020-09-11,8.6970475,3.55064,15.33982339,0.8773479999999999,0.7747318,2313,5.038387245551,25.841021846630994
in,2020-09-11,6.15556799,2.018976,24.44783221,0.291269,0.765142,1262,5.5705134963161,21.544952125197
ks,2020-09-11,10.79646018,4.026411,0.0,0.20845500000000003,1.007066,568,5.995931987687399,20.712101455543
ky,2020-09-11,7.22337028,2.6616869999999997,12.8749398,0.16180999999999998,0.49532479999999995,932,4.761191203827901,21.945055420228996
la,2020-09-11,11.66306695,2.4961580000000003,26.23753776,0.289476,0.7989213000000001,755,5.854567422453799,20.805465080517003
ma,2020-09-11,2.08166533,0.7987529999999999,0.0,0.093516,0.35400159999999997,440,4.9912837374953,28.994179818178996
md,2020-09-11,5.83941606,3.317077,25.88013879,0.319579,0.46738620000000003,646,4.2539758364588,30.351356893767
mi,2020-09-11,7.24767895,1.978304,0.0,0.13151600000000002,0.4679481,1373,5.189049952618401,24.938155678251004
mn,2020-09-11,4.34782609,2.0107779999999997,0.0,0.287794,0.6691107,467,5.057105627445201,24.880562363905
mo,2020-09-11,7.27902946,4.172166000000001,29.40570593,0.38116,0.8763139000000001,1530,6.541300570172099,22.266231088732
ms,2020-09-11,7.15353804,3.1813849999999997,0.0,0.32245300000000005,1.2685351999999999,853,6.311244124805699,18.907852746750002
nc,2020-09-11,6.49044753,4.239007,12.42168425,0.252711,0.8327621,1502,5.218867765931,25.807428707899998
ne,2020-09-11,2.21401189,2.202027,0.0,0.20708400000000002,1.0958197,478,7.275705177478501,19.992828612325
nh,2020-09-11,0.86805556,0.104796,0.0,0.023969,0.1556708,47,5.838952384386499,25.307509357789005
nj,2020-09-11,7.42344572,1.099831,15.50083772,0.43185100000000004,0.3100651,474,5.186436629536901,27.705999461597997
nm,2020-09-11,0.0,1.501967,0.0,0.055942,0.1588088,134,5.0572624057897,28.349051056942
nv,2020-09-11,5.13000703,3.058409,46.47673773,0.230717,0.7297924,260,4.598145776478599,30.573121129203994
ny,2020-09-11,1.88645347,0.524263,5.82998606,0.252126,0.4473034000000001,880,5.9893469350019,29.566361330834994
oh,2020-09-11,6.98275862,1.7543060000000001,14.23955904,0.14851199999999998,0.760514,1240,6.288926063922701,24.518812662251
ok,2020-09-11,12.50289419,4.956073,31.342643,0.364053,1.0327486,942,5.9550789947755,20.596414776009002
or,2020-09-11,2.47116969,1.073921,0.0,0.081285,0.4654684,211,4.605077414408999,31.604384258021994
pa,2020-09-11,5.32170776,0.807467,7.81068007,0.089901,0.3966763,1007,5.578644587130801,27.378319802782997
ri,2020-09-11,3.41463415,0.23632899999999998,0.0,0.09538300000000001,0.9598386999999999,123,5.8783196250978,27.896610713653995
sc,2020-09-11,7.03567856,4.602869,0.0,0.215502,0.7013646,2454,5.3829723904155,23.474004895236998
sd,2020-09-11,3.95485835,0.6131489999999999,0.0,0.868926,1.3910874,283,6.3332027404041,20.679255371684
tn,2020-09-11,12.72239006,3.037866,22.79428152,0.379169,1.0510321000000002,1622,5.7593155984076,22.406498014123
tx,2020-09-11,8.18951095,5.722171,8.33772684,0.401015,0.8349169,5938,5.4155042273176,24.389225739645003
ut,2020-09-11,3.36590662,3.9419760000000004,15.55962022,0.301415,0.5523378000000001,656,5.655950455768701,25.01598456965
va,2020-09-11,6.50684932,2.86299,14.38014189,0.181814,0.6894035,1115,5.04305353081,28.665660981396996
vt,2020-09-11,1.875,0.12603499999999998,0.0,0.018858,0.5757973000000001,7,6.3973060750445,26.877253350159997
wa,2020-09-11,6.41975309,1.2268290000000002,0.0,0.10811,0.4925090999999999,544,4.655969765376099,32.336148648628004
wi,2020-09-11,3.53178607,2.556875,0.0,0.30337600000000003,0.5105316,1369,5.974883337661099,24.909924035173002
wv,2020-09-11,3.88127854,1.948303,39.92942439,0.09852899999999999,0.7744951999999999,161,6.015403878242799,24.761227057516997
wy,2020-09-11,3.80232376,0.319687,0.0,0.169312,0.5712859,65,5.4800558290915005,23.436142952737
al,2020-09-12,12.32232278,5.13385,41.22882468,0.31152199999999997,0.8943868,1059,3.1558016903509,23.897504011413
ar,2020-09-12,8.1019399,5.359224,0.0,0.295109,0.8071467,1799,2.9338336927027,23.845160827882
az,2020-09-12,3.82445141,1.637821,29.6720696,0.259786,0.5321197,605,3.6358405074875,32.578196171304
ca,2020-09-12,3.42383709,2.409109,6.60935713,0.21404099999999998,0.5420763000000001,4028,3.7888323507849,32.119637772934
co,2020-09-12,4.32160804,0.82739,0.0,0.092258,0.8814241,414,3.3142296074287003,27.915337879025998
ct,2020-09-12,2.80146163,1.120303,29.93563565,0.10456800000000001,0.3553265,0,3.0851613047403,27.602978075083
dc,2020-09-12,3.79746835,1.653018,0.0,0.241798,0.0,0,4.4668030648737,32.353792981165
de,2020-09-12,4.1322314,5.307414,0.0,0.12731800000000001,0.4974251,167,2.8431128232650003,28.902461882477
fl,2020-09-12,7.35188295,4.160405,2.53990678,0.22300599999999998,0.7126816,3190,2.7914021317289,29.122908183736
ga,2020-09-12,8.90305286,5.865177,13.93563689,0.360244,0.718022,2124,2.2607968813015,25.644586350107
ia,2020-09-12,3.15098468,3.347915,62.13105701,0.13965,1.3982845,806,2.4136678629564,22.587633789708995
id,2020-09-12,7.59219089,4.218465,80.17952956,0.216856,0.8009191,217,2.9565324231674,26.952297598555
il,2020-09-12,8.43528654,3.418074,27.15219348,0.811527,0.7017013000000001,2120,2.6145046989572003,25.530645044885002
in,2020-09-12,5.59284116,1.9717779999999998,10.03718928,0.281894,0.7679335999999999,1056,2.3329035287712996,24.087337985446
ks,2020-09-12,10.90074584,3.890775,0.0,0.20835,0.966994,288,2.5215028811291,23.966292003996
ky,2020-09-12,7.08444275,2.770766,0.0,0.157908,0.5499063,711,2.4251152605279,24.311168375721
la,2020-09-12,12.69775187,2.4773650000000003,31.22710473,0.278996,0.6295215999999999,0,2.9596359349598,25.087677104686
ma,2020-09-12,1.95181458,0.730316,15.04428391,0.085029,0.3279457,554,3.417927290496,28.982432311734
md,2020-09-12,5.71165362,3.4093089999999995,35.39967661,0.303797,0.4574316,809,2.8374453672033,30.352350558565
mi,2020-09-12,6.99182408,1.547915,6.01602026,0.131435,0.46526540000000005,807,2.9763918423585,27.021149857624998
mn,2020-09-12,4.25531915,1.97332,31.24992899,0.306142,0.6307315,872,2.6879773025826,26.165335965147
mo,2020-09-12,7.55864466,4.057658,26.00683884,0.403557,0.9604579,2022,2.6506591105642,23.99996935123
ms,2020-09-12,6.91700501,3.3238,0.0,0.306093,1.0562889,445,2.5045702361512006,22.579061627804997
nc,2020-09-12,6.53018917,4.233477,10.37796534,0.254977,0.7683914000000001,1104,2.4078826626875003,25.891885713860002
ne,2020-09-12,2.22840187,2.327571,30.83812241,0.231251,0.8032144,269,2.701881484047,23.036034065842003
nh,2020-09-12,0.83194676,0.08894500000000001,87.13837574,0.02367,0.06186950000000001,32,2.6462895433791,26.534708380603
nj,2020-09-12,7.33510796,0.923317,5.82644352,0.45208100000000007,0.31824159999999996,449,2.8510828325108997,27.520018788412997
nm,2020-09-12,0.0,1.16731,0.0,0.068441,0.1989214,98,3.7271939960355,29.085858891622994
nv,2020-09-12,5.24344569,2.9218669999999998,0.0,0.22242399999999998,0.7009732,414,3.0385336012801,30.745629349528002
ny,2020-09-12,1.77647465,0.459942,4.37816087,0.240575,0.41458140000000004,849,3.5542319053152998,29.848514220844002
oh,2020-09-12,6.91108302,1.655961,14.86077288,0.153279,0.708669,1242,2.6812430888202003,25.009539504753004
ok,2020-09-12,12.73584906,4.626136,38.10260576,0.359116,0.9577361999999999,1017,2.3292603493563,22.520678911132
or,2020-09-12,2.53807107,0.850498,0.0,0.08962200000000001,0.38271170000000004,291,2.9154829279867003,30.745841550305
pa,2020-09-12,5.80118277,0.829692,21.55749992,0.096522,0.4781118,932,2.8767215922636002,26.924568480439
ri,2020-09-12,4.18760469,0.248348,0.0,0.087867,1.016337,0,3.3607595046508996,27.703613837042003
sc,2020-09-12,6.75381264,4.6329720000000005,49.29550992,0.21776900000000002,0.8523113999999999,932,2.4727420397116004,24.707704228703
sd,2020-09-12,5.07620682,0.9633459999999999,0.0,0.785342,1.3602503000000001,318,2.830809483085,23.552231035164002
tn,2020-09-12,12.58811682,2.796134,26.29484425,0.35670100000000005,0.9426450999999999,1032,2.4527463080476,24.284776688389996
tx,2020-09-12,8.219291,5.400761,7.59822137,0.402449,0.762139,2756,2.4871970175741,25.735153687577
ut,2020-09-12,3.78151261,3.9514339999999994,18.83393508,0.294077,0.5767533,572,3.2119627556372996,26.756121068353
va,2020-09-12,5.93784684,2.9376189999999998,5.9111529,0.191107,0.6257223000000001,1228,2.7108386665358997,28.212658364088
vt,2020-09-12,1.7699115,0.1293,0.0,0.020072,0.5824794,9,3.6226809123341,28.042830555545002
wa,2020-09-12,6.105919,1.349796,0.0,0.12143399999999999,0.5102255,465,3.0038671212862007,32.360591221774
wi,2020-09-12,3.19327731,2.4478150000000003,14.92474708,0.313775,0.5838312,1353,2.8168891462994,26.600326161892003
wv,2020-09-12,3.49794239,1.643473,44.42864759,0.11700999999999999,0.7397549,351,2.9774627632570003,26.780174904063998
wy,2020-09-12,4.0293472999999995,0.325993,0.0,0.164687,0.8067022,33,3.2442908102287005,27.263797976952
al,2020-09-13,11.7595384,5.234943,54.0033363,0.316994,0.9527810999999999,695,2.4348889124492996,26.809221200688
ar,2020-09-13,7.92751982,5.597018,49.87713908,0.291589,0.9369058000000001,509,2.4915837654186004,28.201398344758
az,2020-09-13,3.65510778,1.39219,0.0,0.250302,0.5417439000000001,384,3.4083412221250997,36.265700858852
ca,2020-09-13,3.3871447,2.4407919999999996,4.29906847,0.21908899999999998,0.5315153,2795,3.2297657259025003,35.417675057463
co,2020-09-13,4.23330198,0.8273879999999999,0.0,0.095185,0.8780662,417,2.8816378100504,32.33368538470901
ct,2020-09-13,2.89625074,1.061977,14.19779266,0.116649,0.3971874,0,2.5572413308908,31.554716963001
dc,2020-09-13,3.79746835,1.569143,0.0,0.260614,0.0,99,3.9660548987489994,36.124080482486
de,2020-09-13,3.38983051,4.695036,0.0,0.116479,0.4717322,123,2.4023189303602006,32.976913554308
fl,2020-09-13,7.27786101,4.202618,12.95484822,0.23285100000000003,0.6841058000000001,2423,2.2618259480204,33.861974863148
ga,2020-09-13,8.99423551,5.823858,9.19347889,0.36544099999999996,0.6834891,1409,2.1145573599931997,29.891589963671
ia,2020-09-13,3.15236427,3.018716,20.51606747,0.132406,1.2822354999999999,471,2.255595333916,27.782230399915004
id,2020-09-13,8.2278481,4.407092,0.0,0.254254,0.7551598,112,2.9829313872377,32.723678271912
il,2020-09-13,8.46493999,3.319579,24.45058509,0.8857229999999999,0.6469189999999999,1460,2.7632411978485005,30.861738570699
in,2020-09-13,5.69218016,1.9344830000000002,28.53467126,0.292585,0.7296020000000001,1243,2.2490318628695998,28.849137706703004
ks,2020-09-13,11.47091109,3.8256059999999996,0.0,0.203994,0.8607986999999999,108,2.2480096100834,28.971627890749996
ky,2020-09-13,7.13350785,2.873832,29.46925442,0.166979,0.5015202,530,2.2857648932924994,27.979832779699
la,2020-09-13,13.01369863,2.584682,0.0,0.295505,0.6132257,1281,2.7288853850088,29.208936057124003
ma,2020-09-13,1.87639613,0.899342,14.39080901,0.08909299999999999,0.29134499999999997,286,3.2990916406779993,33.103100240288
md,2020-09-13,5.81636892,3.413178,25.13732169,0.308675,0.4764392,577,2.7045315030903003,34.987113745608
mi,2020-09-13,7.32459522,1.279636,5.8229340999999994,0.140189,0.4463485,0,2.8329359713790003,31.050637530090004
mn,2020-09-13,4.25531915,1.8620330000000003,10.22786693,0.326527,0.6542806,723,2.507765865104,30.947222156393
mo,2020-09-13,7.46781116,4.188985,20.59601055,0.42321899999999996,1.0161702,1707,2.2110893138569003,28.664935424701
ms,2020-09-13,7.0305265,3.489768,0.0,0.293118,1.0352329,254,2.0896482405083,26.417748545646997
nc,2020-09-13,6.29839959,4.5098199999999995,17.79600954,0.25954099999999997,0.8211835,823,2.0473091784656003,29.123199497926
ne,2020-09-13,2.3041367999999998,2.344062,32.05521997,0.262468,0.9201538,68,2.1978811022301996,27.435514138719004
nh,2020-09-13,0.82101806,0.09085,0.0,0.022631000000000002,0.1386522,44,2.2722802651724003,31.166623530973
nj,2020-09-13,7.45998188,0.829787,16.52837912,0.463717,0.3245022,297,2.4300992029017,32.01058374186599
nm,2020-09-13,0.0,0.9220280000000001,0.0,0.07242799999999999,0.13258050000000002,100,3.1987908000318996,32.886537166131
nv,2020-09-13,5.42577242,2.880215,0.0,0.222606,0.6900984,317,2.6371961629687,34.566905407240995
ny,2020-09-13,1.71651937,0.46586700000000003,8.27079492,0.23701399999999997,0.3410267,725,3.1654829403352998,33.306053807462
oh,2020-09-13,7.002457000000001,1.818086,18.4206002,0.166824,0.7454948,837,2.5329806321757005,29.173493354708
ok,2020-09-13,13.03838951,4.110126,56.20497236,0.38540399999999997,1.0936409,695,2.0926984012606997,26.485761147654003
or,2020-09-13,2.79146141,0.703126,36.71386231,0.114558,0.44519,181,2.707275414834,33.526478106625
pa,2020-09-13,5.81521739,0.844512,13.28900129,0.102421,0.48219799999999996,549,2.7358494047576,31.732428332195
ri,2020-09-13,4.54545455,0.209763,0.0,0.081377,0.6244706999999999,0,3.0660980898829,31.748222826102
sc,2020-09-13,6.54957321,4.597802,11.96555572,0.229575,0.8234558000000001,1886,2.041996918322,28.162945998332
sd,2020-09-13,5.88241976,1.3725829999999999,84.6310088,0.9079510000000001,1.3383153,198,2.4872845635392995,27.838477610042002
tn,2020-09-13,12.67886855,2.749739,42.49195738,0.356211,0.8878628000000001,933,1.9237628663804,28.130705313292996
tx,2020-09-13,8.23740887,5.197437,13.95741535,0.40844899999999995,0.6502621999999999,4399,2.0416354239933,31.141328025666997
ut,2020-09-13,4.32160804,3.968136,0.0,0.345094,0.6038024999999999,628,2.7379570084461005,33.936542651528
va,2020-09-13,5.83539774,2.970957,22.60302643,0.194786,0.5272233000000001,946,2.5856474082132004,32.483788819379
vt,2020-09-13,1.8018018,0.133995,0.0,0.028154000000000002,0.44376720000000003,7,3.6297475306980997,32.728312955467
wa,2020-09-13,5.61868687,1.304856,6.69156052,0.12801300000000002,0.45585770000000003,350,2.9739540725602995,36.433155199576
wi,2020-09-13,3.18791946,2.637086,48.81710225,0.355166,0.6358119000000001,1582,2.7629017469606003,31.801501767805
wv,2020-09-13,3.35968379,1.401804,0.0,0.115379,0.7715134,177,2.9836272508082997,31.020946680639998
wy,2020-09-13,4.56145043,0.348542,0.0,0.174072,0.9068956,49,3.0018083677191,32.181530793201
al,2020-09-14,11.16875592,5.557789,22.45738863,0.333436,0.9863421999999998,758,6.5856701965681,21.122332038559
ar,2020-09-14,7.28718119,5.880248,0.0,0.338008,0.9250784,408,8.1122368663229,23.166950955593002
az,2020-09-14,4.27869326,1.3683610000000002,6.88881726,0.261325,0.6598451,213,5.7938178232908,31.952333069675
ca,2020-09-14,3.42143374,2.618667,3.60248257,0.23080799999999999,0.5019327,3406,5.6090280403862,33.880739405293006
co,2020-09-14,4.17376491,0.7380909999999999,15.14634612,0.09659,0.7329834,374,6.5243245578389,30.607421642507006
ct,2020-09-14,2.98000754,1.260156,11.35281546,0.121432,0.3817204,569,7.0454096546809994,30.685416943141995
dc,2020-09-14,4.65116279,1.50891,0.0,0.285534,0.0,30,5.519882926715401,41.314317568670006
de,2020-09-14,2.5,4.206101,0.0,0.119406,0.332575,88,6.262399298268701,32.977373514011
fl,2020-09-14,7.07229343,4.207784999999999,9.88218084,0.250949,0.6768818,1736,6.5127701044726,30.87120737308
ga,2020-09-14,9.00965719,5.858255000000001,7.76210182,0.405796,0.5944706,1023,6.9995884873122,27.581590792154
ia,2020-09-14,3.33931777,3.1667080000000003,52.06343876,0.13528900000000002,1.2783168,388,8.570624438316,24.065300329154997
id,2020-09-14,6.93950178,4.527908999999999,30.72749366,0.310417,0.8541138,253,8.320578062211,28.294931267503003
il,2020-09-14,8.54767472,3.1323819999999998,8.43890784,1.065202,0.6033191,1372,6.8190466603379,31.531720888496007
in,2020-09-14,5.2871237,1.9230049999999999,23.82675124,0.31611999999999996,0.6915558,736,7.1603691206432005,26.103793506383
ks,2020-09-14,11.28034269,3.7425940000000004,0.0,0.233458,0.6985274,894,7.677859709687401,25.261509707040997
ky,2020-09-14,7.31044479,3.227003,12.30588477,0.173927,0.48558909999999994,337,6.4677818148577,26.205341919902995
la,2020-09-14,13.00287356,2.466471,12.75334276,0.33473400000000003,0.6563015999999999,492,7.683822500394901,26.085578497981
ma,2020-09-14,1.84840235,1.127301,6.00074621,0.090995,0.28096720000000003,254,6.4103688931323,33.763731109053005
md,2020-09-14,5.84392015,3.4516709999999997,13.646606900000002,0.332278,0.49978779999999995,536,5.5112116119120005,35.421615003595
mi,2020-09-14,7.15379567,1.26674,9.74019723,0.15053,0.5179961,1199,6.6584518282694,29.051793629892998
mn,2020-09-14,6.08695652,1.702489,25.64959723,0.355197,0.45367479999999993,638,6.348663077076699,29.054939804827
mo,2020-09-14,6.75188463,4.18406,25.23549075,0.46069899999999997,1.1115806000000001,1281,7.2772927839976,26.012674460699
ms,2020-09-14,6.60669085,3.575017,0.0,0.289698,0.9973306000000001,144,7.870924861039501,22.289596543708
nc,2020-09-14,7.39563467,4.771514,8.05572471,0.26714099999999996,0.8640502,1260,5.9861858860873,27.655202737997996
ne,2020-09-14,2.9450165,2.258331,0.0,0.297896,0.7858311,454,8.338647962752201,23.327798394555
nh,2020-09-14,0.73891626,0.091123,0.0,0.027000000000000003,0.2296572,18,6.7533955321484,28.387609526379
nj,2020-09-14,6.52843934,0.8893559999999999,13.34865123,0.483654,0.316293,334,5.9064140207832,31.957684867652002
nm,2020-09-14,0.0,0.775208,50.85039017,0.077054,0.34501620000000005,81,5.6961479615472,31.284909313422
nv,2020-09-14,5.5,2.869463,0.0,0.23545500000000003,0.5897886,277,5.504479479612001,33.114754495012
ny,2020-09-14,1.86039589,0.434673,6.33159328,0.267897,0.3061157,583,6.523691409855001,33.25645678606
oh,2020-09-14,7.15287518,1.856023,13.67058581,0.180781,0.7623807,1079,6.727800889885299,27.292280129783997
ok,2020-09-14,12.51629726,3.6132190000000004,30.11468922,0.417466,1.0152617,869,6.828092480296401,23.037496693989002
or,2020-09-14,3.07692308,0.648045,0.0,0.131962,0.5298451999999999,0,5.262814639247599,33.132684255861
pa,2020-09-14,5.95557725,0.9643579999999999,0.0,0.11486700000000001,0.5243646,816,6.2358185483465,31.047653112971002
ri,2020-09-14,5.83333333,0.180424,0.0,0.074825,0.43660879999999996,225,6.081992695823599,30.823560330108002
sc,2020-09-14,6.18460097,4.808678,20.76945556,0.24068299999999998,0.7930467,816,6.336487686436701,24.920586793742
